fid18,fid16,fid14,fid12
510208,510208,510208,510208
510211,510211,510211,510211
510212,510212,510212,510212
510214,510214,510214,510214
510215,510215,510215,510215
510218,510218,510218,510218
510220,510220,510220,510220
510221,510221,510221,510221
510222,510222,510222,510222
510223,510223,510223,510223
510224,510224,510224,510224
510225,510225,510225,510225
510228,510228,510228,510228
510229,510229,510229,510229
510230,510230,510230,510230
510231,510231,510231,510231
510232,510232,510232,510232
510233,510233,510233,510233
510234,510234,510234,510234
510235,510235,510235,510235
510238,510238,510238,510238
510239,510239,510239,510239
510242,510242,510242,510242
510244,510244,510244,510244
510245,510245,510245,510245
510246,510246,510246,510246
510247,510247,510247,510247
510248,510248,510248,510248
510249,510249,510249,510249
510251,510251,510251,510251
510252,510252,510252,510252
510253,510253,510253,510253
510254,510254,510254,510254
510255,510255,510255,510255
510256,510256,510256,510256
510257,510257,510257,510257
510258,510258,510258,510258
510259,510259,510259,510259
510260,510260,510260,510260
510261,510261,510261,510261
510263,510263,510263,510263
510265,510265,510265,510265
510266,510266,510266,510266
510268,510268,510268,510268
510272,510272,510272,510272
510273,510273,510273,510273
510274,510274,510274,510274
510275,510275,510275,510275
510276,510276,510276,510276
510277,510277,510277,510277
510278,510278,510278,510278
510279,510279,510279,510279
510281,510281,510281,510281
510282,510282,510282,510282
510284,510284,510284,510284
510285,510285,510285,510285
510286,510286,510286,510286
510287,510287,510287,510287
510288,510288,510288,510288
510289,510289,510289,510289
510290,510290,510290,510290
510293,510293,510293,510293
510294,510294,510294,510294
510295,510295,510295,510295
510296,510296,510296,510296
510297,510297,510297,510297
510299,510299,510299,510299
510301,510301,510301,510301
510302,510302,510302,510302
510303,510303,510303,510303
510304,510304,510304,510304
510305,510305,510305,510305
510306,510306,510306,510306
510307,510307,510307,510307
510311,510311,510311,510311
510313,510313,510313,510313
510316,510316,510316,510316
510319,510319,510319,510319
510323,510323,510323,510323
510324,510324,510324,510324
510325,510325,510325,510325
510326,510326,510326,510326
510327,510327,510327,510327
510328,510328,510328,510328
510329,510329,510329,510329
510331,510331,510331,510331
510332,510332,510332,510332
510333,510333,510333,510333
510334,510334,510334,510334
510335,510335,510335,510335
510337,510337,510337,510337
510339,510339,510339,510339
510340,510340,510340,510340
510341,510341,510341,510341
510342,510342,510342,510342
510343,510343,510343,510343
510344,510344,510344,510344
510347,510347,510347,510347
510348,510348,510348,510348
510349,510349,510349,510349
510350,510350,510350,510350
510351,510351,510351,510351
510352,510352,510352,510352
510353,510353,510353,510353
510354,510354,510354,510354
510355,510355,510355,510355
510356,510356,510356,510356
510357,510357,510357,510357
510358,510358,510358,510358
510359,510359,510359,510359
510360,510360,510360,510360
510361,510361,510361,510361
510362,510362,510362,510362
510363,510363,510363,510363
510364,510364,510364,510364
510365,510365,510365,510365
510366,510366,510366,510366
510367,510367,510367,510367
510368,510368,510368,510368
510370,510370,510370,510370
510371,510371,510371,510371
510372,510372,510372,510372
510373,510373,510373,510373
510374,510374,510374,510374
510375,510375,510375,510375
510376,510376,510376,510376
510382,510382,510382,510382
510383,510383,510383,510383
510386,510386,510386,510386
510388,510388,510388,510388
510390,510390,510390,510390
510391,510391,510391,510391
510392,510392,510392,510392
510393,510393,510393,510393
510394,510394,510394,510394
510395,510395,510395,510395
510396,510396,510396,510396
510397,510397,510397,510397
510398,510398,510398,510398
510399,510399,510399,510399
510400,510400,510400,510400
510401,510401,510401,510401
510402,510402,510402,510402
510403,510403,510403,510403
510404,510404,510404,510404
510405,510405,510405,510405
510406,510406,510406,510406
510407,510407,510407,510407
510408,510408,510408,510408
510409,510409,510409,510409
510410,510410,510410,510410
510411,510411,510411,510411
510412,510412,510412,510412
510413,510413,510413,510413
510415,510415,510415,510415
510416,510416,510416,510416
510418,510418,510418,510418
510420,510420,510420,510420
510421,510421,510421,510421
510422,510422,510422,510422
510423,510423,510423,510423
510424,510424,510424,510424
510425,510425,510425,510425
510426,510426,510426,510426
510427,510427,510427,510427
510428,510428,510428,510428
510429,510429,510429,510429
510430,510430,510430,510430
510431,510431,510431,510431
510432,510432,510432,510432
510433,510433,510433,510433
510434,510434,510434,510434
510436,510436,510436,510436
510437,510437,510437,510437
510440,510440,510440,510440
510441,510441,510441,510441
510442,510442,510442,510442
510443,510443,510443,510443
510444,510444,510444,510444
510445,510445,510445,510445
510446,510446,510446,510446
510447,510447,510447,510447
510448,510448,510448,510448
510450,510450,510450,510450
510451,510451,510451,510451
510452,510452,510452,510452
510453,510453,510453,510453
510455,510455,510455,510455
510457,510457,510457,510457
510459,510459,510459,510459
510460,510460,510460,510460
510462,510462,510462,510462
510463,510463,510463,510463
510464,510464,510464,510464
510465,510465,510465,510465
510467,510467,510467,510467
510468,510468,510468,510468
510469,510469,510469,510469
510471,510471,510471,510471
510473,510473,510473,510473
510474,510474,510474,510474
510475,510475,510475,510475
510476,510476,510476,510476
510478,510478,510478,510478
510481,510481,510481,510481
510482,510482,510482,510482
510483,510483,510483,510483
510484,510484,510484,510484
510485,510485,510485,510485
510486,510486,510486,510486
510487,510487,510487,510487
510488,510488,510488,510488
510489,510489,510489,510489
510490,510490,510490,510490
510491,510491,510491,510491
510492,510492,510492,510492
510493,510493,510493,510493
510499,510499,510499,510499
510500,510500,510500,510500
510502,510502,510502,510502
510503,510503,510503,510503
510504,510504,510504,510504
510506,510506,510506,510506
510508,510508,510508,510508
510509,510509,510509,510509
510510,510510,510510,510510
510511,510511,510511,510511
510512,510512,510512,510512
510513,510513,510513,510513
510514,510514,510514,510514
510515,510515,510515,510515
510517,510517,510517,510517
510518,510518,510518,510518
510519,510519,510519,510519
510520,510520,510520,510520
510521,510521,510521,510521
510522,510522,510522,510522
510523,510523,510523,510523
510524,510524,510524,510524
510525,510525,510525,510525
510526,510526,510526,510526
510527,510527,510527,510527
510528,510528,510528,510528
510529,510529,510529,510529
510530,510530,510530,510530
510531,510531,510531,510531
510532,510532,510532,510532
510534,510534,510534,510534
510535,510535,510535,510535
510537,510537,510537,510537
510538,510538,510538,510538
510539,510539,510539,510539
510540,510540,510540,510540
510541,510541,510541,510541
510543,510543,510543,510543
510544,510544,510544,510544
510545,510545,510545,510545
510546,510546,510546,510546
510548,510548,510548,510548
510549,510549,510549,510549
510550,510550,510550,510550
510551,510551,510551,510551
510552,510552,510552,510552
510554,510554,510554,510554
510556,510556,510556,510556
510567,510567,510567,510567
510568,510568,510568,510568
510569,510569,510569,510569
510570,510570,510570,510570
510574,510574,510574,510574
510577,510577,510577,510577
510578,510578,510578,510578
510579,510579,510579,510579
510583,510583,510583,510583
510586,510586,510586,510586
510587,510587,510587,510587
510588,510588,510588,510588
510589,510589,510589,510589
510590,510590,510590,510590
510591,510591,510591,510591
510592,510592,510592,510592
510593,510593,510593,510593
510594,510594,510594,510594
510595,510595,510595,510595
510596,510596,510596,510596
510597,510597,510597,510597
510598,510598,510598,510598
510599,510599,510599,510599
510600,510600,510600,510600
510601,510601,510601,510601
510602,510602,510602,510602
510604,510604,510604,510604
510605,510605,510605,510605
510607,510607,510607,510607
510608,510608,510608,510608
510609,510609,510609,510609
510610,510610,510610,510610
510611,510611,510611,510611
510612,510612,510612,510612
510614,510614,510614,510614
510615,510615,510615,510615
510616,510616,510616,510616
510617,510617,510617,510617
510618,510618,510618,510618
510620,510620,510620,510620
510621,510621,510621,510621
510622,510622,510622,510622
510623,510623,510623,510623
510625,510625,510625,510625
510627,510627,510627,510627
510630,510630,510630,510630
510632,510632,510632,510632
510634,510634,510634,510634
510635,510635,510635,510635
510637,510637,510637,510637
510642,510642,510642,510642
510643,510643,510643,510643
510644,510644,510644,510644
510645,510645,510645,510645
510646,510646,510646,510646
510647,510647,510647,510647
510648,510648,510648,510648
510649,510649,510649,510649
510650,510650,510650,510650
510651,510651,510651,510651
510653,510653,510653,510653
510654,510654,510654,510654
510657,510657,510657,510657
510658,510658,510658,510658
510659,510659,510659,510659
510665,510665,510665,510665
510666,510666,510666,510666
510667,510667,510667,510667
510668,510668,510668,510668
510790,510790,510790,510790
510793,510793,510793,510793
510794,510794,510794,510794
510795,510795,510795,510795
510796,510796,510796,510796
510798,510798,510798,510798
510800,510800,510800,510800
510802,510802,510802,510802
510803,510803,510803,510803
510804,510804,510804,510804
510806,510806,510806,510806
510808,510808,510808,510808
510810,510810,510810,510810
510813,510813,510813,510813
510816,510816,510816,510816
510821,510821,510821,510821
510822,510822,510822,510822
510824,510824,510824,510824
510825,510825,510825,510825
510826,510826,510826,510826
510828,510828,510828,510828
510829,510829,510829,510829
510831,510831,510831,510831
510832,510832,510832,510832
510833,510833,510833,510833
510835,510835,510835,510835
510836,510836,510836,510836
510837,510837,510837,510837
510838,510838,510838,510838
510839,510839,510839,510839
510841,510841,510841,510841
510846,510846,510846,510846
510847,510847,510847,510847
510849,510849,510849,510849
510851,510851,510851,510851
510853,510853,510853,510853
510854,510854,510854,510854
510855,510855,510855,510855
510856,510856,510856,510856
510857,510857,510857,510857
510858,510858,510858,510858
510859,510859,510859,510859
510860,510860,510860,510860
510862,510862,510862,510862
510867,510867,510867,510867
510870,510870,510870,510870
510871,510871,510871,510871
510872,510872,510872,510872
510874,510874,510874,510874
510876,510876,510876,510876
510877,510877,510877,510877
510878,510878,510878,510878
510879,510879,510879,510879
510880,510880,510880,510880
510882,510882,510882,510882
510883,510883,510883,510883
510884,510884,510884,510884
510886,510886,510886,510886
510888,510888,510888,510888
510889,510889,510889,510889
510890,510890,510890,510890
510891,510891,510891,510891
510892,510892,510892,510892
510893,510893,510893,510893
510895,510895,510895,510895
510896,510896,510896,510896
510898,510898,510898,510898
510899,510899,510899,510899
510903,510903,510903,510903
510904,510904,510904,510904
510905,510905,510905,510905
510910,510910,510910,510910
510911,510911,510911,510911
510912,510912,510912,510912
510915,510915,510915,510915
510916,510916,510916,510916
510917,510917,510917,510917
510918,510918,510918,510918
510919,510919,510919,510919
510920,510920,510920,510920
510921,510921,510921,510921
510922,510922,510922,510922
510924,510924,510924,510924
510925,510925,510925,510925
510926,510926,510926,510926
510927,510927,510927,510927
510928,510928,510928,510928
510929,510929,510929,510929
510931,510931,510931,510931
510933,510933,510933,510933
510935,510935,510935,510935
510936,510936,510936,510936
510937,510937,510937,510937
510938,510938,510938,510938
510941,510941,510941,510941
510944,510944,510944,510944
510945,510945,510945,510945
510946,510946,510946,510946
510947,510947,510947,510947
510948,510948,510948,510948
510949,510949,510949,510949
510950,510950,510950,510950
510951,510951,510951,510951
510953,510953,510953,510953
510954,510954,510954,510954
510955,510955,510955,510955
510956,510956,510956,510956
510957,510957,510957,510957
510960,510960,510960,510960
510961,510961,510961,510961
510963,510963,510963,510963
510964,510964,510964,510964
510965,510965,510965,510965
510966,510966,510966,510966
510967,510967,510967,510967
510968,510968,510968,510968
510969,510969,510969,510969
510971,510971,510971,510971
510973,510973,510973,510973
510975,510975,510975,510975
510976,510976,510976,510976
510977,510977,510977,510977
510978,510978,510978,510978
510980,510980,510980,510980
510981,510981,510981,510981
510982,510982,510982,510982
510983,510983,510983,510983
510984,510984,510984,510984
510987,510987,510987,510987
510989,510989,510989,510989
510990,510990,510990,510990
510991,510991,510991,510991
510993,510993,510993,510993
510994,510994,510994,510994
510995,510995,510995,510995
510996,510996,510996,510996
510997,510997,510997,510997
510998,510998,510998,510998
511001,511001,511001,511001
511004,511004,511004,511004
511007,511007,511007,511007
511009,511009,511009,511009
511011,511011,511011,511011
511012,511012,511012,511012
511013,511013,511013,511013
511014,511014,511014,511014
511015,511015,511015,511015
511016,511016,511016,511016
511018,511018,511018,511018
511023,511023,511023,511023
511024,511024,511024,511024
511025,511025,511025,511025
511029,511029,511029,511029
511030,511030,511030,511030
511032,511032,511032,511032
511039,511039,511039,511039
511041,511041,511041,511041
511042,511042,511042,511042
511055,511055,511055,511055
511056,511056,511056,511056
511060,511060,511060,511060
511081,410171,410171,410171
511229,410349,410349,410349
511460,410622,410622,410622
511484,410650,410650,410650
511605,410809,410809,410809
511618,410822,410822,410822
511792,411005,411005,411005
512121,411452,411452,411452
512145,411486,411486,411486
512234,411596,411596,411596
512316,411688,411688,411688
512374,411755,411755,411755
512537,420079,420079,420079
512585,420274,420274,420274
512973,430354,430354,430354
513049,430455,430455,430455
513205,430720,430720,430720
513343,440244,440244,440244
513387,440298,440298,440298
513415,440336,440336,440336
513602,440557,440557,440557
513698,440674,440674,440674
513801,440824,440824,440824
513881,440947,440947,440947
514073,441258,441258,441258
514403,441711,441711,441711
514581,441954,441954,441954
514613,441997,441997,441997
514867,450312,450312,450312
515039,500241,500241,500241
515056,500263,500263,500263
515188,510067,510067,510067
515368,510306,510306,510306
515496,510447,510447,510447
515623,510593,510593,510593
515658,510637,510637,510637
515840,510982,510982,510982
516049,520201,520201,520201
516139,520331,520331,520331
516336,520562,520562,520562
517233,620154,620154,620154
517489,620454,620454,620454
517783,620823,620823,620823
517886,620949,620949,620949
517962,621030,621030,621030
517988,621059,621059,621059
518077,621165,621165,621165
518375,621549,621549,621549
518378,621552,621552,621552
518467,621646,621646,621646
518524,621727,621727,621727
518579,518579,518579,518579
519358,120056,120056,120056
519657,519657,519657,519657
519719,130211,130211,130211
520001,520001,520001,520001
520002,520002,520002,520002
520003,520003,520003,520003
520004,520004,520004,520004
520006,520006,520006,520006
520007,520007,520007,520007
520008,520008,520008,520008
520010,520010,520010,520010
520012,520012,520012,520012
520016,520016,520016,520016
520017,520017,520017,520017
520018,520018,520018,520018
520019,520019,520019,520019
520020,520020,520020,520020
520021,520021,520021,520021
520023,520023,520023,520023
520024,520024,520024,520024
520025,520025,520025,520025
520028,520028,520028,520028
520029,520029,520029,520029
520031,520031,520031,520031
520034,520034,520034,520034
520037,520037,520037,520037
520042,520042,520042,520042
520043,520043,520043,520043
520044,520044,520044,520044
520049,520049,520049,520049
520050,520050,520050,520050
520055,520055,520055,520055
520057,520057,520057,520057
520058,520058,520058,520058
520059,520059,520059,520059
520062,520062,520062,520062
520063,520063,520063,520063
520066,520066,520066,520066
520067,520067,520067,520067
520068,520068,520068,520068
520070,520070,520070,520070
520071,520071,520071,520071
520090,520090,520090,520090
520091,520091,520091,520091
520093,520093,520093,520093
520099,520099,520099,520099
520108,520108,520108,520108
520110,520110,520110,520110
520111,520111,520111,520111
520113,520113,520113,520113
520114,520114,520114,520114
520115,520115,520115,520115
520116,520116,520116,520116
520120,520120,520120,520120
520122,520122,520122,520122
520124,520124,520124,520124
520125,520125,520125,520125
520127,520127,520127,520127
520128,520128,520128,520128
520129,520129,520129,520129
520131,520131,520131,520131
520133,520133,520133,520133
520135,520135,520135,520135
520136,520136,520136,520136
520140,520140,520140,520140
520141,520141,520141,520141
520142,520142,520142,520142
520143,520143,520143,520143
520144,520144,520144,520144
520145,520145,520145,520145
520146,520146,520146,520146
520148,520148,520148,520148
520149,520149,520149,520149
520151,520151,520151,520151
520152,520152,520152,520152
520153,520153,520153,520153
520154,520154,520154,520154
520155,520155,520155,520155
520156,520156,520156,520156
520157,520157,520157,520157
520158,520158,520158,520158
520159,520159,520159,520159
520160,520160,520160,520160
520161,520161,520161,520161
520162,520162,520162,520162
520164,520164,520164,520164
520166,520166,520166,520166
520167,520167,520167,520167
520168,520168,520168,520168
520169,520169,520169,520169
520170,520170,520170,520170
520173,520173,520173,520173
520174,520174,520174,520174
520175,520175,520175,520175
520179,520179,520179,520179
520180,520180,520180,520180
520181,520181,520181,520181
520183,520183,520183,520183
520186,520186,520186,520186
520187,520187,520187,520187
520188,520188,520188,520188
520190,520190,520190,520190
520191,520191,520191,520191
520193,520193,520193,520193
520195,520195,520195,520195
520196,520196,520196,520196
520198,520198,520198,520198
520199,520199,520199,520199
520200,520200,520200,520200
520201,520201,520201,520201
520202,520202,520202,520202
520203,520203,520203,520203
520204,520204,520204,520204
520206,520206,520206,520206
520207,520207,520207,520207
520208,520208,520208,520208
520209,520209,520209,520209
520211,520211,520211,520211
520214,520214,520214,520214
520215,520215,520215,520215
520216,520216,520216,520216
520217,520217,520217,520217
520218,520218,520218,520218
520219,520219,520219,520219
520220,520220,520220,520220
520221,520221,520221,520221
520224,520224,520224,520224
520230,520230,520230,520230
520233,520233,520233,520233
520236,520236,520236,520236
520239,520239,520239,520239
520254,520254,520254,520254
520260,520260,520260,520260
520262,520262,520262,520262
520269,520269,520269,520269
520274,520274,520274,520274
520275,520275,520275,520275
520279,520279,520279,520279
520282,520282,520282,520282
520289,520289,520289,520289
520290,520290,520290,520290
520291,520291,520291,520291
520292,520292,520292,520292
520293,520293,520293,520293
520294,520294,520294,520294
520297,520297,520297,520297
520298,520298,520298,520298
520300,520300,520300,520300
520301,520301,520301,520301
520302,520302,520302,520302
520304,520304,520304,520304
520305,520305,520305,520305
520307,520307,520307,520307
520308,520308,520308,520308
520309,520309,520309,520309
520310,520310,520310,520310
520311,520311,520311,520311
520313,520313,520313,520313
520315,520315,520315,520315
520317,520317,520317,520317
520318,520318,520318,520318
520321,520321,520321,520321
520322,520322,520322,520322
520323,520323,520323,520323
520324,520324,520324,520324
520325,520325,520325,520325
520330,520330,520330,520330
520331,520331,520331,520331
520332,520332,520332,520332
520335,520335,520335,520335
520342,520342,520342,520342
520343,520343,520343,520343
520344,520344,520344,520344
520347,520347,520347,520347
520349,520349,520349,520349
520350,520350,520350,520350
520358,520358,520358,520358
520359,520359,520359,520359
520364,520364,520364,520364
520365,520365,520365,520365
520372,520372,520372,520372
520376,520376,520376,520376
520377,520377,520377,520377
520378,520378,520378,520378
520379,520379,520379,520379
520380,520380,520380,520380
520381,520381,520381,520381
520382,520382,520382,520382
520383,520383,520383,520383
520384,520384,520384,520384
520385,520385,520385,520385
520386,520386,520386,520386
520387,520387,520387,520387
520388,520388,520388,520388
520389,520389,520389,520389
520390,520390,520390,520390
520391,520391,520391,520391
520392,520392,520392,520392
520393,520393,520393,520393
520394,520394,520394,520394
520395,520395,520395,520395
520396,520396,520396,520396
520397,520397,520397,520397
520398,520398,520398,520398
520399,520399,520399,520399
520400,520400,520400,520400
520401,520401,520401,520401
520402,520402,520402,520402
520405,520405,520405,520405
520408,520408,520408,520408
520409,520409,520409,520409
520411,520411,520411,520411
520412,520412,520412,520412
520414,520414,520414,520414
520416,520416,520416,520416
520417,520417,520417,520417
520418,520418,520418,520418
520420,520420,520420,520420
520421,520421,520421,520421
520422,520422,520422,520422
520423,520423,520423,520423
520424,520424,520424,520424
520425,520425,520425,520425
520426,520426,520426,520426
520427,520427,520427,520427
520429,520429,520429,520429
520430,520430,520430,520430
520435,520435,520435,520435
520436,520436,520436,520436
520437,520437,520437,520437
520439,520439,520439,520439
520440,520440,520440,520440
520441,520441,520441,520441
520442,520442,520442,520442
520443,520443,520443,520443
520446,520446,520446,520446
520450,520450,520450,520450
520451,520451,520451,520451
520452,520452,520452,520452
520453,520453,520453,520453
520454,520454,520454,520454
520457,520457,520457,520457
520458,520458,520458,520458
520459,520459,520459,520459
520460,520460,520460,520460
520461,520461,520461,520461
520462,520462,520462,520462
520463,520463,520463,520463
520464,520464,520464,520464
520465,520465,520465,520465
520466,520466,520466,520466
520467,520467,520467,520467
520468,520468,520468,520468
520469,520469,520469,520469
520470,520470,520470,520470
520472,520472,520472,520472
520473,520473,520473,520473
520474,520474,520474,520474
520475,520475,520475,520475
520476,520476,520476,520476
520477,520477,520477,520477
520478,520478,520478,520478
520479,520479,520479,520479
520480,520480,520480,520480
520481,520481,520481,520481
520482,520482,520482,520482
520483,520483,520483,520483
520485,520485,520485,520485
520486,520486,520486,520486
520487,520487,520487,520487
520488,520488,520488,520488
520489,520489,520489,520489
520490,520490,520490,520490
520491,520491,520491,520491
520492,520492,520492,520492
520493,520493,520493,520493
520496,520496,520496,520496
520497,520497,520497,520497
520498,520498,520498,520498
520499,520499,520499,520499
520500,520500,520500,520500
520501,520501,520501,520501
520502,520502,520502,520502
520503,520503,520503,520503
520507,520507,520507,520507
520508,520508,520508,520508
520510,520510,520510,520510
520511,520511,520511,520511
520513,520513,520513,520513
520515,520515,520515,520515
520516,520516,520516,520516
520517,520517,520517,520517
520518,520518,520518,520518
520519,520519,520519,520519
520521,520521,520521,520521
520522,520522,520522,520522
520523,520523,520523,520523
520525,520525,520525,520525
520526,520526,520526,520526
520527,520527,520527,520527
520528,520528,520528,520528
520529,520529,520529,520529
520530,520530,520530,520530
520531,520531,520531,520531
520532,520532,520532,520532
520533,520533,520533,520533
520534,520534,520534,520534
520535,520535,520535,520535
520536,520536,520536,520536
520537,520537,520537,520537
520538,520538,520538,520538
520539,520539,520539,520539
520540,520540,520540,520540
520541,520541,520541,520541
520542,520542,520542,520542
520543,520543,520543,520543
520544,520544,520544,520544
520546,520546,520546,520546
520547,520547,520547,520547
520550,520550,520550,520550
520551,520551,520551,520551
520552,520552,520552,520552
520553,520553,520553,520553
520554,520554,520554,520554
520555,520555,520555,520555
520556,520556,520556,520556
520557,520557,520557,520557
520558,520558,520558,520558
520559,520559,520559,520559
520562,520562,520562,520562
520563,520563,520563,520563
520564,520564,520564,520564
520565,520565,520565,520565
520566,520566,520566,520566
520567,520567,520567,520567
520569,520569,520569,520569
520571,520571,520571,520571
520572,520572,520572,520572
520573,520573,520573,520573
520574,520574,520574,520574
520575,520575,520575,520575
520576,520576,520576,520576
520577,520577,520577,520577
520578,520578,520578,520578
520579,520579,520579,520579
520580,520580,520580,520580
520701,520701,520701,520701
520952,140095,140095,140095
520954,140097,140097,140097
520988,140132,140132,140132
521055,140216,140216,140216
521201,140399,140399,140399
521308,140583,140583,140583
521401,140713,140713,140713
521465,140794,140794,140794
521477,140840,140840,140840
521514,140886,140886,140886
521944,170324,170324,411771
522627,210105,210105,210105
522646,210128,210128,210128
522684,522684,522684,522684
523413,211189,211189,211189
523574,211391,211391,211391
523614,211435,211435,211435
523628,211451,211451,211451
523676,211504,211504,211504
523686,211515,211515,211515
523690,523690,523690,523690
523697,211525,211525,211525
523924,523924,523924,523924
524074,214375,214375,510622
524169,220027,220027,220027
524217,220079,220079,220079
524255,220135,220135,220135
524811,230258,230258,230258
524920,230393,230393,230393
524993,230475,230475,230475
525047,230538,230538,230538
525111,230606,230606,230606
525403,248890,248890,410929
526539,311108,311108,311108
526796,311686,311686,311686
526960,311933,311933,311933
527096,312096,312096,312096
527662,320370,320370,320370
527703,330014,330014,330014
527850,330231,330231,330231
528132,340243,340243,340243
528265,350021,350021,350021
528339,350112,350112,350112
528488,360098,360098,360098
528519,360142,360142,360142
528585,360216,360216,360216
528632,360277,360277,360277
528921,370252,370252,370252
528924,370256,370256,370256
528940,370277,370277,370277
529189,370550,370550,370550
529422,410058,410058,410058
529470,410123,410123,410123
529646,410338,410338,410338
529972,410734,410734,410734
530002,530002,530002,530002
530003,530003,530003,530003
530004,530004,530004,530004
530005,530005,530005,530005
530006,530006,530006,530006
530008,530008,530008,530008
530009,530009,530009,530009
530010,530010,530010,530010
530013,530013,530013,530013
530014,530014,530014,530014
530015,530015,530015,530015
530016,530016,530016,530016
530020,530020,530020,530020
530023,530023,530023,530023
530024,530024,530024,530024
530025,530025,530025,530025
530027,530027,530027,530027
530028,530028,530028,530028
530029,530029,530029,530029
530030,530030,530030,530030
530031,530031,530031,530031
530032,530032,530032,530032
530033,530033,530033,530033
530034,530034,530034,530034
530035,530035,530035,530035
530036,530036,530036,530036
530039,530039,530039,530039
530040,530040,530040,530040
530041,530041,530041,530041
530042,530042,530042,530042
530043,530043,530043,530043
530046,530046,530046,530046
530048,530048,530048,530048
530050,530050,530050,530050
530051,530051,530051,530051
530052,530052,530052,530052
530053,530053,530053,530053
530055,530055,530055,530055
530056,530056,530056,530056
530057,530057,530057,530057
530058,530058,530058,530058
530059,530059,530059,530059
530060,530060,530060,530060
530061,530061,530061,530061
530062,530062,530062,530062
530063,530063,530063,530063
530065,530065,530065,530065
530066,530066,530066,530066
530067,530067,530067,530067
530069,530069,530069,530069
530071,530071,530071,530071
530072,530072,530072,530072
530073,530073,530073,530073
530075,530075,530075,530075
530076,530076,530076,530076
530077,530077,530077,530077
530078,530078,530078,530078
530079,530079,530079,530079
530080,530080,530080,530080
530081,530081,530081,530081
530083,530083,530083,530083
530086,530086,530086,530086
530088,530088,530088,530088
530090,530090,530090,530090
530091,530091,530091,530091
530092,530092,530092,530092
530095,530095,530095,530095
530096,530096,530096,530096
530099,530099,530099,530099
530103,410796,410796,410796
530104,530104,530104,530104
530115,530115,530115,530115
530116,530116,530116,530116
530117,530117,530117,530117
530118,530118,530118,530118
530119,530119,530119,530119
530120,530120,530120,530120
530121,530121,530121,530121
530122,530122,530122,530122
530123,530123,530123,530123
530124,530124,530124,530124
530125,530125,530125,530125
530126,530126,530126,530126
530127,530127,530127,530127
530129,530129,530129,530129
530130,530130,530130,530130
530131,530131,530131,530131
530132,530132,530132,530132
530133,530133,530133,530133
530134,530134,530134,530134
530136,530136,530136,530136
530137,530137,530137,530137
530138,530138,530138,530138
530139,530139,530139,530139
530140,530140,530140,530140
530141,530141,530141,530141
530142,530142,530142,530142
530143,530143,530143,530143
530144,530144,530144,530144
530145,530145,530145,530145
530147,530147,530147,530147
530148,530148,530148,530148
530149,530149,530149,530149
530150,530150,530150,530150
530152,530152,530152,530152
530153,530153,530153,530153
530154,530154,530154,530154
530155,530155,530155,530155
530156,530156,530156,530156
530158,530158,530158,530158
530159,530159,530159,530159
530165,530165,530165,530165
530166,530166,530166,530166
530167,530167,530167,530167
530168,530168,530168,530168
530169,530169,530169,530169
530170,530170,530170,530170
530172,530172,530172,530172
530173,530173,530173,530173
530174,530174,530174,530174
530175,530175,530175,530175
530176,530176,530176,530176
530177,530177,530177,530177
530178,530178,530178,530178
530179,530179,530179,530179
530180,530180,530180,530180
530181,530181,530181,530181
530182,530182,530182,530182
530183,530183,530183,530183
530184,530184,530184,530184
530186,530186,530186,530186
530187,530187,530187,530187
530192,530192,530192,530192
530193,530193,530193,530193
530194,530194,530194,530194
530196,530196,530196,530196
530197,530197,530197,530197
530199,530199,530199,530199
530200,530200,530200,530200
530201,530201,530201,530201
530202,530202,530202,530202
530203,530203,530203,530203
530204,530204,530204,530204
530205,530205,530205,530205
530207,530207,530207,530207
530208,530208,530208,530208
530209,530209,530209,530209
530210,530210,530210,530210
530211,530211,530211,530211
530212,530212,530212,530212
530213,530213,530213,530213
530214,530214,530214,530214
530215,530215,530215,530215
530216,530216,530216,530216
530217,530217,530217,530217
530218,530218,530218,530218
530219,530219,530219,530219
530220,530220,530220,530220
530221,530221,530221,530221
530222,530222,530222,530222
530223,530223,530223,530223
530224,530224,530224,530224
530225,530225,530225,530225
530226,530226,530226,530226
530227,530227,530227,530227
530229,530229,530229,530229
530230,530230,530230,530230
530231,530231,530231,530231
530232,530232,530232,530232
530233,530233,530233,530233
530234,530234,530234,530234
530235,530235,530235,530235
530237,530237,530237,530237
530238,530238,530238,530238
530239,530239,530239,530239
530240,530240,530240,530240
530241,530241,530241,530241
530243,530243,530243,530243
530245,530245,530245,530245
530246,530246,530246,530246
530247,530247,530247,530247
530248,530248,530248,530248
530251,530251,530251,530251
530252,530252,530252,530252
530254,530254,530254,530254
530255,530255,530255,530255
530256,530256,530256,530256
530257,530257,530257,530257
530258,530258,530258,530258
530259,530259,530259,530259
530261,530261,530261,530261
530262,530262,530262,530262
530263,530263,530263,530263
530264,530264,530264,530264
530266,530266,530266,530266
530267,530267,530267,530267
530268,530268,530268,530268
530269,530269,530269,530269
530270,530270,530270,530270
530271,530271,530271,530271
530272,530272,530272,530272
530274,530274,530274,530274
530275,530275,530275,530275
530276,530276,530276,530276
530277,530277,530277,530277
530279,530279,530279,530279
530280,530280,530280,530280
530283,530283,530283,530283
530285,530285,530285,530285
530286,530286,530286,530286
530287,530287,530287,530287
530288,530288,530288,530288
530289,530289,530289,530289
530290,530290,530290,530290
530291,530291,530291,530291
530293,530293,530293,530293
