pid,fid14,fid12,cfps2012_latest_edu
530026104,530026,530026,小学
450195103,450195,450195,文盲/半文盲
510911103,510911,510911,初中
620994102,620994,620994,高中/中专/技校/职高
311550102,311550,311550,初中
230050102,230050,230050,文盲/半文盲
530361102,530361,530361,初中
320085102,320085,320085,文盲/半文盲
230594103,243644,230594,初中
311946103,311946,311946,初中
340194102,340194,340194,文盲/半文盲
370493102,370493,370493,文盲/半文盲
411170102,411170,411170,小学
621020101,621020,621020,文盲/半文盲
510337106,510337,510337,小学
130311107,701103,701103,初中
411797104,411797,411797,高中/中专/技校/职高
520527102,520527,520527,小学
510878101,510878,510878,文盲/半文盲
520577105,520577,520577,高中/中专/技校/职高
360336104,360336,360336,文盲/半文盲
500030101,500030,500030,初中
360289103,360289,360289,高中/中专/技校/职高
210272101,210272,210272,小学
211508102,211508,211508,小学
420493102,420493,420493,不适用
211800103,222716,211800,初中
450008102,450008,450008,高中/中专/技校/职高
450023101,450023,450023,文盲/半文盲
440922104,440922,440922,文盲/半文盲
530252104,530252,530252,初中
441392101,441392,441392,文盲/半文盲
450040102,450040,450040,初中
441220103,441220,441220,小学
500281101,500281,500281,小学
370389101,370389,370389,文盲/半文盲
411078102,411078,411078,高中/中专/技校/职高
210133102,210133,210133,文盲/半文盲
340278104,340278,340278,小学
370597101,370597,370597,高中/中专/技校/职高
120050103,120050,120050,大专
140221103,140221,140221,初中
450028532,450028,不适用,不适用
140047102,140047,140047,初中
220167102,220167,220167,文盲/半文盲
510423101,510423,510423,文盲/半文盲
320376102,320376,320376,不适用
450021102,450021,450021,小学
530322102,530322,530322,文盲/半文盲
211724102,211724,211724,不适用
510915102,510915,510915,高中/中专/技校/职高
441542107,441542,441542,初中
450008101,450008,450008,高中/中专/技校/职高
450213101,450213,450213,高中/中专/技校/职高
620073102,620073,620073,文盲/半文盲
370014101,370014,370014,小学
620712101,620712,620712,初中
410707101,410707,410707,文盲/半文盲
450007101,450007,450007,文盲/半文盲
130223101,130223,130223,文盲/半文盲
520469101,520469,520469,大专
350116103,350116,350116,文盲/半文盲
370465104,370465,370465,文盲/半文盲
621850102,621850,621850,文盲/半文盲
450042101,450042,450042,高中/中专/技校/职高
140567104,140567,140567,文盲/半文盲
370506431,370506,370506,初中
312157102,312157,312157,小学
210325101,210325,210325,高中/中专/技校/职高
621086104,621086,621086,初中
510872102,510872,510872,小学
410368103,410368,410368,不适用
450050102,450050,450050,初中
450055102,450055,450055,文盲/半文盲
211156101,211156,211156,文盲/半文盲
450010102,450010,450010,文盲/半文盲
230567101,230567,230567,初中
440105102,440105,440105,高中/中专/技校/职高
440600105,440600,440600,初中
621475103,621475,621475,高中/中专/技校/职高
370282105,370282,370282,初中
130671102,130671,130671,小学
330016101,330016,330016,文盲/半文盲
450009102,450009,450009,小学
410941101,410941,410941,文盲/半文盲
370431102,370431,370431,初中
450048105,450048,450048,不适用
120016101,120016,120016,高中/中专/技校/职高
450044103,450044,450044,不适用
621232101,621232,621232,高中/中专/技校/职高
370306102,370306,370306,文盲/半文盲
230061102,230061,230061,文盲/半文盲
140778104,140778,140778,初中
350160103,226959,350160,高中/中专/技校/职高
410917106,410917,410917,小学
620303103,620303,620303,小学
411217101,411217,411217,小学
510535104,510535,510535,不适用
410149101,410149,410149,文盲/半文盲
310761101,310761,310761,初中
621172104,621172,621172,初中
411525105,411525,411525,初中
130100102,130100,130100,小学
510160103,510160,510160,小学
510659103,510659,510659,文盲/半文盲
211243103,211243,211243,初中
510266102,134662,510266,初中
450250102,450250,450250,高中/中专/技校/职高
220013102,220013,220013,文盲/半文盲
211383531,211383,不适用,不适用
450259104,450259,924701,不适用
130609102,130609,130609,文盲/半文盲
410301102,410301,410301,小学
610348102,610348,610348,高中/中专/技校/职高
340103102,340103,340103,文盲/半文盲
140026103,140026,140026,初中
211470103,211470,211470,小学
370498103,247642,370498,高中/中专/技校/职高
441457103,441457,441457,文盲/半文盲
530131101,530131,530131,高中/中专/技校/职高
450283102,450283,450283,初中
340057105,205446,340057,小学
410539101,410539,410539,初中
621298102,621298,621298,文盲/半文盲
450292103,450292,450292,文盲/半文盲
430446102,430446,430446,文盲/半文盲
440429102,440429,440429,不适用
450279102,450279,450279,初中
220273102,220273,220273,文盲/半文盲
230008103,230008,230008,初中
520071101,520071,520071,文盲/半文盲
311104104,311104,311104,不适用
130280102,130280,130280,初中
621515101,621515,621515,文盲/半文盲
441546103,441546,441546,小学
140856102,140856,140856,文盲/半文盲
320164432,320164,320164,不适用
621527102,621527,621527,文盲/半文盲
440099104,440099,440099,初中
320119102,320119,320119,初中
330093101,330093,330093,小学
140118102,140118,140118,高中/中专/技校/职高
510836103,510836,510836,不适用
410994101,410994,410994,小学
211829101,211829,211829,初中
320158101,320158,320158,文盲/半文盲
441791102,441791,441791,文盲/半文盲
130130101,130130,130130,文盲/半文盲
140571102,140571,140571,文盲/半文盲
450292102,450292,450292,文盲/半文盲
210981104,210981,210981,初中
450277102,450277,450277,文盲/半文盲
620242105,956946,956946,文盲/半文盲
230328101,230328,230328,初中
450293107,450293,450293,初中
440462102,440462,440462,小学
450338101,450338,450338,文盲/半文盲
370460101,370460,370460,小学
330058101,330058,330058,初中
526068431,526068,526068,初中
410114101,410114,410114,小学
420367101,420367,420367,大专
510602103,510602,510602,文盲/半文盲
211456102,211456,211456,小学
140058103,259301,140058,不适用
420488101,420488,420488,高中/中专/技校/职高
360137102,360137,360137,文盲/半文盲
210925101,210925,210925,小学
450199105,450199,450199,初中
440788103,648852,648852,初中
140193106,488944,488944,高中/中专/技校/职高
340381431,340381,340381,高中/中专/技校/职高
370423104,370423,370423,文盲/半文盲
140509103,140509,140509,大学本科
211456104,211456,211456,文盲/半文盲
312080103,312080,312080,文盲/半文盲
450137101,450137,450137,小学
450197103,450197,450197,初中
210422104,210422,210422,初中
450140101,450140,450140,初中
411811101,411811,411811,小学
510362101,510362,510362,文盲/半文盲
620664101,620664,620664,小学
621142101,621142,621142,文盲/半文盲
210059101,210059,210059,初中
450199101,450199,450199,小学
370037101,370037,370037,初中
450204431,450204,450204,文盲/半文盲
450360101,450360,450360,文盲/半文盲
311886101,311886,311886,文盲/半文盲
230590102,230590,230590,初中
430509102,430509,430509,文盲/半文盲
411792102,411792,411792,小学
621100105,621100,621100,高中/中专/技校/职高
441001103,441001,441001,初中
211931101,211931,211931,小学
140748103,140748,140748,文盲/半文盲
450210104,450210,450210,小学
450199104,450199,450199,初中
320296102,320296,320296,大学本科
411035103,411035,411035,初中
621849102,621849,621849,文盲/半文盲
210134103,210134,210134,小学
410695104,410695,410695,初中
450204432,450204,450204,文盲/半文盲
140776103,140776,140776,初中
210444101,210444,210444,初中
441608106,441608,441608,初中
511001101,511001,511001,文盲/半文盲
410260102,410260,410260,高中/中专/技校/职高
450210101,450210,450210,文盲/半文盲
411662104,411662,411662,高中/中专/技校/职高
410555102,410555,410555,文盲/半文盲
410318103,410318,410318,大专
340206104,340206,340206,高中/中专/技校/职高
370105102,370105,370105,初中
370470103,370470,370470,初中
211858101,211858,211858,大专
510217101,510217,510217,文盲/半文盲
410924101,410924,410924,文盲/半文盲
130642102,130642,130642,文盲/半文盲
370478101,370478,370478,文盲/半文盲
621111102,621111,621111,高中/中专/技校/职高
610097105,215873,610097,小学
450349103,450349,450349,初中
450227102,450227,450227,高中/中专/技校/职高
441894102,441894,441894,小学
320327501,320327,不适用,不适用
154065501,154065,不适用,不适用
370047104,148472,370047,不适用
420284103,420284,420284,初中
530024101,530024,530024,小学
211310101,211310,211310,初中
510352501,510352,不适用,不适用
420059101,420059,420059,初中
410882105,410882,410882,文盲/半文盲
441873101,441873,441873,文盲/半文盲
530212102,530212,530212,初中
441965102,441965,441965,文盲/半文盲
140117101,140117,140117,初中
450300101,450300,450300,小学
510342103,510342,510342,文盲/半文盲
450319101,450319,450319,初中
620890103,620890,620890,高中/中专/技校/职高
312518101,312518,312518,文盲/半文盲
410643103,410643,410643,初中
621331103,621331,621331,初中
411319102,411319,411319,初中
510325101,510325,510325,文盲/半文盲
450234101,450234,450234,高中/中专/技校/职高
420258101,420258,420258,初中
140223102,140223,140223,初中
441639102,441639,441639,文盲/半文盲
441284101,441284,441284,小学
370040103,370040,370040,初中
130311102,130311,130311,小学
450320104,113956,450320,初中
410130102,410130,410130,文盲/半文盲
450278504,450278,不适用,不适用
450234103,450234,450234,初中
410430101,410430,410430,文盲/半文盲
370178102,370178,370178,文盲/半文盲
120109102,120109,120109,初中
620233104,620233,620233,小学
450320102,450320,450320,初中
115554501,115554,不适用,不适用
450272101,450272,450272,文盲/半文盲
530271105,530271,530271,不适用
430310531,430310,不适用,不适用
450239102,450239,450239,高中/中专/技校/职高
130209102,130209,130209,高中/中专/技校/职高
440441101,440441,440441,初中
610031101,610031,610031,文盲/半文盲
621757102,621757,621757,初中
450268103,271928,450268,不适用
370725431,370725,370725,初中
370473102,370473,370473,高中/中专/技校/职高
130393102,130393,130393,文盲/半文盲
520091101,520091,520091,文盲/半文盲
411600101,411600,411600,文盲/半文盲
620021101,620021,620021,初中
411520433,411520,411520,文盲/半文盲
370789102,370789,370789,文盲/半文盲
620678101,620678,620678,大专
340329101,340329,340329,小学
621641101,621641,621641,文盲/半文盲
312326101,312326,312326,大专
530355103,530355,530355,小学
620920102,620920,620920,文盲/半文盲
500241101,500241,500241,文盲/半文盲
311874101,311874,311874,初中
140838101,140838,140838,高中/中专/技校/职高
189935502,189935,不适用,不适用
410125103,410125,410125,小学
230395432,230395,230395,文盲/半文盲
411681102,411681,411681,高中/中专/技校/职高
140617102,140617,140617,初中
370434103,370434,370434,初中
441905110,210791,210791,初中
211787101,211787,211787,初中
411085102,411085,411085,高中/中专/技校/职高
621781102,621781,621781,不适用
621707101,621707,621707,大专
530410102,530410,530410,初中
311771101,311771,311771,小学
140089102,140089,140089,文盲/半文盲
340053103,340053,340053,初中
410465101,410465,410465,初中
440432101,440432,440432,初中
450312101,450312,450312,小学
360271102,360271,360271,大专
620619103,620619,620619,小学
620771102,620771,620771,高中/中专/技校/职高
411469104,411469,411469,初中
370164103,370164,370164,初中
420491101,420491,420491,高中/中专/技校/职高
411545531,411545,不适用,不适用
411450101,411450,411450,小学
410253102,410253,410253,小学
210848101,210848,210848,初中
311893101,311893,311893,不适用
130553103,130553,130553,小学
450267102,450267,450267,初中
610148101,610148,610148,初中
620442107,620442,620442,不适用
620311102,620311,620311,文盲/半文盲
330058103,330058,330058,小学
440722101,440722,440722,初中
211537104,211537,211537,小学
130850102,130850,130850,文盲/半文盲
440289102,440289,440289,文盲/半文盲
430450102,430450,430450,初中
440734101,440734,440734,文盲/半文盲
130235101,130235,130235,硕士
450236101,450236,450236,初中
683910431,683910,683910,高中/中专/技校/职高
410982111,410982,410982,不适用
210086101,210086,210086,文盲/半文盲
282181501,282181,不适用,不适用
430723101,430723,430723,文盲/半文盲
410855101,410855,410855,初中
450245102,450245,450245,小学
220214104,220214,220214,小学
370311102,370311,370311,初中
130058101,130058,130058,文盲/半文盲
230530102,230530,230530,文盲/半文盲
320261102,320261,320261,小学
440631101,440631,440631,小学
450323101,450323,450323,文盲/半文盲
211149101,211149,211149,初中
320202107,805280,805280,高中/中专/技校/职高
450309102,450309,450309,初中
520401103,273591,520401,初中
441849101,441849,441849,文盲/半文盲
530208102,530208,530208,文盲/半文盲
330309101,330309,330309,初中
520279103,520279,520279,小学
450327101,450327,450327,小学
450332107,450332,450332,不适用
210043101,210043,210043,高中/中专/技校/职高
311703103,311703,311703,高中/中专/技校/职高
450323102,450323,450323,文盲/半文盲
410872101,410872,410872,文盲/半文盲
327345431,327345,327345,初中
500143103,500143,500143,不适用
310775102,310775,310775,大专
441933105,192327,441933,不适用
450216105,450216,450216,小学
510276102,510276,510276,小学
530283103,530283,530283,小学
211494103,211494,211494,小学
441704103,441704,441704,文盲/半文盲
510426103,510426,510426,文盲/半文盲
450211102,450211,450211,文盲/半文盲
450214105,450214,450214,初中
510507102,234279,510507,不适用
530117104,530117,530117,文盲/半文盲
500329101,500329,500329,大学本科
360154101,360154,360154,初中
211039101,211039,211039,初中
520183101,520183,520183,文盲/半文盲
430398106,430398,430398,高中/中专/技校/职高
311877103,311877,311877,文盲/半文盲
140737103,140737,140737,小学
510181101,510181,510181,初中
510292102,510292,510292,文盲/半文盲
140201102,140201,140201,文盲/半文盲
510962103,204419,204419,小学
441396102,441396,441396,初中
210657101,210657,210657,小学
450218101,450218,450218,小学
210265101,210265,210265,高中/中专/技校/职高
140394101,140394,140394,小学
411873102,411873,411873,高中/中专/技校/职高
510421105,510421,510421,小学
450217103,450217,450217,不适用
210889102,210889,210889,大学本科
450220103,450220,450220,小学
411109101,411109,411109,高中/中专/技校/职高
311953101,311953,311953,文盲/半文盲
340209102,340209,340209,文盲/半文盲
440351103,440351,440351,初中
450222101,450222,450222,初中
441547103,441547,441547,文盲/半文盲
410672101,410672,410672,高中/中专/技校/职高
510281101,510281,510281,文盲/半文盲
621664101,621664,621664,文盲/半文盲
510501101,510501,510501,不适用
140304102,140304,140304,文盲/半文盲
450217105,450217,450217,初中
450122102,450122,450122,小学
450271101,450271,450271,不适用
360330103,360330,360330,初中
370569102,370569,370569,文盲/半文盲
210624104,210624,210624,小学
312074103,312074,312074,小学
500375105,500375,500375,初中
440594501,440594,不适用,不适用
410623103,410623,410623,小学
440245101,440245,440245,高中/中专/技校/职高
450249101,450249,450249,初中
430235101,430235,430235,大专
430724101,430724,430724,小学
140616103,140616,140616,初中
360034105,360034,360034,小学
441921103,441921,441921,初中
311530101,311530,311530,高中/中专/技校/职高
350093103,350093,350093,文盲/半文盲
411100106,411100,411100,初中
620813101,620813,620813,文盲/半文盲
510523102,510523,510523,不适用
140094101,140094,140094,小学
620187102,620187,620187,文盲/半文盲
610054103,610054,610054,高中/中专/技校/职高
210300101,210300,210300,高中/中专/技校/职高
621233102,621233,621233,文盲/半文盲
500175101,500175,500175,文盲/半文盲
500033101,500033,500033,文盲/半文盲
320186101,320186,320186,小学
320200102,320200,320200,小学
500179104,500179,500179,小学
621244101,621244,621244,文盲/半文盲
450052103,252488,450052,大学本科
500266102,154303,500266,不适用
312289101,312289,312289,文盲/半文盲
220337102,220337,220337,小学
500231501,500231,不适用,不适用
500173101,500173,500173,文盲/半文盲
411763103,411763,411763,文盲/半文盲
500146102,500146,500146,文盲/半文盲
410997102,410997,410997,文盲/半文盲
210763104,210763,210763,小学
130399103,130399,130399,初中
320130101,320130,320130,文盲/半文盲
211502102,211502,211502,小学
441705101,441705,441705,小学
360051104,360051,360051,小学
511005101,511005,511005,初中
520151101,520151,520151,文盲/半文盲
500313102,500313,500313,小学
500143102,500143,500143,文盲/半文盲
610322102,610322,610322,初中
211530102,211530,211530,小学
500151531,500151,不适用,不适用
621206102,621206,621206,文盲/半文盲
621085102,621085,621085,初中
410921101,410921,410921,小学
440825101,440825,440825,初中
311924101,311924,311924,文盲/半文盲
450196104,450196,450196,初中
500036431,500036,500036,不适用
211538102,211538,211538,初中
500367101,500367,500367,文盲/半文盲
130793102,130793,130793,文盲/半文盲
620090102,620090,620090,初中
530337104,530337,530337,文盲/半文盲
140670101,140670,140670,初中
140149101,140149,140149,小学
140218101,140218,140218,文盲/半文盲
500370101,500370,500370,文盲/半文盲
500305101,500305,500305,文盲/半文盲
410881102,410881,410881,初中
211214103,211214,211214,高中/中专/技校/职高
310841103,310841,310841,高中/中专/技校/职高
620642401,620642,620642,文盲/半文盲
430241102,430241,430241,文盲/半文盲
530283102,530283,530283,小学
211822103,211822,211822,高中/中专/技校/职高
420465104,420465,420465,不适用
500327101,500327,500327,小学
441607102,441607,441607,高中/中专/技校/职高
620584101,620584,620584,高中/中专/技校/职高
440738103,440738,440738,初中
620075102,620075,620075,小学
410823107,410823,410823,文盲/半文盲
440675101,440675,440675,小学
410774104,410774,410774,不适用
620454105,620454,620454,小学
430142101,430142,430142,高中/中专/技校/职高
520028111,193974,520028,不适用
230402101,230402,230402,文盲/半文盲
510124103,510124,510124,初中
311333105,311333,311333,初中
440494104,440494,440494,不适用
620583105,620583,620583,文盲/半文盲
440524101,440524,440524,文盲/半文盲
330066101,330066,330066,小学
905498431,905498,905498,小学
440493103,367660,367660,小学
410824102,410824,410824,初中
130042104,130042,130042,小学
620872101,620872,620872,初中
441237104,441237,441237,初中
430281101,430281,430281,初中
230414102,230414,230414,初中
510268101,510268,510268,初中
130619101,130619,130619,初中
410129101,410129,410129,高中/中专/技校/职高
370677102,370677,370677,小学
330094104,330094,330094,初中
440533101,440533,440533,文盲/半文盲
440494101,440494,440494,小学
370184101,370184,370184,文盲/半文盲
610080101,610080,610080,文盲/半文盲
450277101,450277,450277,小学
441237102,441237,441237,小学
230193102,230193,230193,小学
440515105,440515,440515,小学
621809101,621809,621809,小学
620941101,620941,620941,文盲/半文盲
440538103,211304,440538,初中
340378102,340378,340378,初中
230290102,230290,230290,初中
340079431,340079,340079,高中/中专/技校/职高
140540102,140540,140540,文盲/半文盲
410830106,410830,410830,初中
441745102,441745,441745,文盲/半文盲
530440102,530440,530440,大专
621764101,621764,621764,小学
210843104,210843,210843,初中
411672102,411672,411672,文盲/半文盲
441097101,441097,441097,文盲/半文盲
411134102,411134,411134,高中/中专/技校/职高
621162102,621162,621162,初中
410047103,410047,410047,小学
440524102,440524,440524,文盲/半文盲
620316102,620316,620316,文盲/半文盲
311004102,311004,311004,高中/中专/技校/职高
510979101,510979,510979,文盲/半文盲
411110105,411110,411110,小学
211790103,486846,486846,文盲/半文盲
340321101,340321,340321,小学
430279101,430279,430279,小学
620159104,620159,620159,初中
370302101,370302,370302,文盲/半文盲
510091101,510091,510091,高中/中专/技校/职高
311755102,311755,311755,初中
210183101,210183,210183,文盲/半文盲
140856101,140856,140856,文盲/半文盲
410653102,410653,410653,大学本科
130011102,130011,130011,高中/中专/技校/职高
320141107,886542,886542,高中/中专/技校/职高
621804104,621804,621804,高中/中专/技校/职高
450349101,450349,450349,小学
520063101,520063,520063,文盲/半文盲
440474101,440474,440474,文盲/半文盲
210949102,210949,210949,文盲/半文盲
440528101,440528,440528,小学
211088101,211088,211088,文盲/半文盲
411670102,411670,411670,大专
440500101,440500,440500,初中
411593102,411593,411593,初中
440279101,440279,440279,初中
441256101,441256,441256,小学
530375103,530375,530375,小学
441380101,441380,441380,文盲/半文盲
320215101,320215,320215,初中
330222101,330222,330222,初中
210146103,210146,210146,初中
530226102,530226,530226,文盲/半文盲
621168101,621168,621168,高中/中专/技校/职高
320256102,320256,320256,初中
340003103,340003,340003,初中
411545532,411545,不适用,不适用
370487102,370487,370487,高中/中专/技校/职高
544909431,544909,544909,高中/中专/技校/职高
420354104,420354,420354,初中
410881101,410881,410881,文盲/半文盲
130561101,130561,130561,初中
310913101,310913,310913,高中/中专/技校/职高
130397102,130397,130397,小学
410160101,410160,410160,文盲/半文盲
620654101,620654,620654,文盲/半文盲
411139101,411139,411139,初中
621758101,621758,621758,小学
620443102,620443,620443,文盲/半文盲
450022101,450022,450022,文盲/半文盲
440951102,440951,440951,不适用
340020102,340020,340020,文盲/半文盲
110052431,110052,110052,大专
130435101,130435,130435,小学
510957531,510957,不适用,不适用
140214531,140214,不适用,不适用
370119103,370119,370119,高中/中专/技校/职高
440712104,440712,440712,高中/中专/技校/职高
440725531,440725,不适用,不适用
411730103,411730,411730,初中
440685101,440685,440685,初中
370049102,370049,370049,初中
620950104,620950,620950,高中/中专/技校/职高
440726101,440726,440726,文盲/半文盲
330272101,330272,330272,初中
211790101,211790,211790,初中
440735104,440735,440735,小学
370558101,370558,370558,初中
410501101,410501,410501,文盲/半文盲
430127101,430127,430127,大专
440727533,440727,不适用,不适用
450295105,450295,450295,初中
620323104,620323,620323,初中
220333102,220333,220333,高中/中专/技校/职高
520101101,520101,520101,文盲/半文盲
530167102,530167,530167,高中/中专/技校/职高
510312102,510312,510312,文盲/半文盲
130666102,130666,130666,文盲/半文盲
440694104,440694,440694,高中/中专/技校/职高
246549501,246549,不适用,不适用
440693531,440693,不适用,不适用
370193101,370193,370193,初中
510050102,510050,510050,初中
530349105,530349,530349,小学
420327101,420327,420327,初中
440695101,440695,440695,初中
441973102,441973,441973,小学
230276102,230276,230276,小学
440728101,440728,440728,文盲/半文盲
430717102,430717,430717,小学
360019103,360019,360019,初中
440731101,440731,440731,高中/中专/技校/职高
140615102,140615,140615,初中
230431102,230431,230431,初中
440723103,440723,440723,文盲/半文盲
510383106,510383,510383,文盲/半文盲
520456101,520456,520456,文盲/半文盲
120015102,120015,120015,初中
370390101,370390,370390,高中/中专/技校/职高
440699101,440699,440699,小学
442041104,442041,442041,不适用
310682102,310682,310682,初中
440721103,440721,440721,文盲/半文盲
440727534,440727,不适用,不适用
340236101,340236,340236,初中
441283103,441283,441283,小学
360012101,360012,360012,高中/中专/技校/职高
410884102,410884,410884,文盲/半文盲
310947104,310947,310947,小学
370191501,370191,不适用,不适用
441135102,441135,441135,高中/中专/技校/职高
210676101,210676,210676,初中
530447103,530447,530447,初中
171071501,171071,不适用,不适用
411375103,411375,411375,大专
441471102,441471,441471,初中
211705101,211705,211705,初中
620499106,620499,620499,小学
320257105,320257,320257,初中
210759101,210759,210759,小学
620108102,620108,620108,不适用
350036102,226849,350036,大专
370260102,370260,370260,小学
621631103,621631,621631,初中
621619101,621619,621619,不适用
441476105,441476,441476,文盲/半文盲
441481103,441481,441481,大专
230379105,230379,230379,初中
370334101,370334,370334,小学
320202104,320202,320202,初中
610157102,610157,610157,大学本科
220352104,220352,220352,文盲/半文盲
130895102,130895,130895,高中/中专/技校/职高
130008101,130008,130008,文盲/半文盲
441455102,441455,441455,高中/中专/技校/职高
140183105,140183,140183,初中
441289102,441289,441289,文盲/半文盲
621255102,621255,621255,文盲/半文盲
621599102,621599,621599,初中
441463101,441463,441463,大专
130808103,160465,130808,不适用
510194101,510194,510194,小学
130370102,130370,130370,初中
530158105,530158,530158,文盲/半文盲
621462101,621462,621462,文盲/半文盲
410849101,410849,410849,初中
441461104,441461,441461,小学
370749101,370749,370749,初中
450282102,450282,450282,小学
320019101,320019,320019,文盲/半文盲
450278101,450278,450278,小学
621064103,621064,621064,文盲/半文盲
220322101,220322,220322,高中/中专/技校/职高
312065103,312065,312065,文盲/半文盲
411813103,411813,411813,文盲/半文盲
210960101,210960,210960,高中/中专/技校/职高
440815103,440815,440815,初中
520028105,155378,520028,不适用
440888101,440888,440888,小学
430547102,430547,430547,文盲/半文盲
211517101,211517,211517,初中
411721103,411721,411721,初中
620847107,620847,620847,初中
211080103,338507,338507,小学
320382103,320382,320382,大专
110120101,110120,110120,高中/中专/技校/职高
620274101,620274,620274,文盲/半文盲
441324431,441324,441324,文盲/半文盲
210952101,210952,210952,小学
220294102,220294,220294,文盲/半文盲
230519102,230519,230519,小学
620405102,620405,620405,文盲/半文盲
440912102,440912,440912,小学
610204104,610204,610204,文盲/半文盲
311005102,311005,311005,初中
510813103,510813,510813,初中
210171105,210171,210171,初中
410434101,410434,410434,小学
360187101,360187,360187,文盲/半文盲
440796103,440796,440796,大专
500315103,500315,500315,高中/中专/技校/职高
411778108,131049,411778,不适用
340077103,340077,340077,文盲/半文盲
450053103,460418,460418,小学
370605104,370605,370605,小学
510411101,510411,510411,文盲/半文盲
430401103,430401,430401,初中
620420102,620420,620420,高中/中专/技校/职高
621817104,621817,621817,高中/中专/技校/职高
530180104,530180,530180,文盲/半文盲
621431102,621431,621431,初中
620608101,620608,620608,文盲/半文盲
350154431,350154,350154,大专
340239104,340239,340239,小学
360267103,360267,360267,初中
510068102,510068,510068,小学
732190501,732190,不适用,不适用
430443102,430443,430443,文盲/半文盲
140323103,140323,140323,初中
520378531,520378,不适用,不适用
440888102,440888,440888,文盲/半文盲
311718101,311718,311718,大学本科
130580103,130580,130580,初中
274883501,274883,不适用,不适用
420297101,420297,420297,文盲/半文盲
440418102,440418,440418,文盲/半文盲
411675102,411675,411675,小学
620700103,620700,620700,小学
320226101,320226,320226,高中/中专/技校/职高
230038101,230038,230038,小学
621051101,621051,621051,文盲/半文盲
130105103,130105,130105,初中
230600102,230600,230600,大专
120034103,120034,120034,大专
311984101,311984,311984,文盲/半文盲
140046101,140046,140046,初中
211409102,211409,211409,初中
311402101,311402,311402,高中/中专/技校/职高
312312103,312312,312312,初中
350216102,350216,350216,文盲/半文盲
410062431,410062,410062,不适用
441607103,441607,441607,文盲/半文盲
120046101,120046,120046,初中
450171101,450171,450171,小学
410115102,410115,410115,高中/中专/技校/职高
230490101,230490,230490,文盲/半文盲
520468431,175027,520468,初中
440799101,440799,440799,文盲/半文盲
410925432,410925,410925,文盲/半文盲
410135101,410135,410135,文盲/半文盲
621504102,621504,621504,初中
441313104,441313,441313,大专
320382101,320382,320382,文盲/半文盲
441313102,441313,441313,高中/中专/技校/职高
330344101,330344,330344,不适用
441309104,441309,441309,高中/中专/技校/职高
610216102,610216,610216,不适用
330098102,330098,330098,文盲/半文盲
510937101,510937,510937,初中
410894432,410894,410894,文盲/半文盲
620126102,620126,620126,文盲/半文盲
310548101,310548,310548,高中/中专/技校/职高
220039103,281201,220039,大学本科
610366102,610366,610366,大专
441305101,441305,441305,小学
211479103,551867,551867,初中
130682105,130682,130682,文盲/半文盲
441298102,441298,441298,小学
441946431,441946,441946,不适用
271042501,271042,不适用,不适用
130166106,198517,130166,大专
621043431,621043,621043,文盲/半文盲
520028101,520028,520028,文盲/半文盲
360287103,360287,360287,文盲/半文盲
420366431,420366,420366,小学
130900101,130900,130900,小学
310101103,310101,310101,小学
621141103,621141,621141,不适用
130208108,130208,130208,高中/中专/技校/职高
330214101,330214,330214,小学
210974102,210974,210974,文盲/半文盲
211726101,211726,211726,初中
441828101,441828,441828,小学
211423102,211423,211423,文盲/半文盲
230494102,230494,230494,文盲/半文盲
312193101,312193,312193,小学
610240103,610240,610240,文盲/半文盲
620406103,620406,620406,不适用
210673103,210673,210673,高中/中专/技校/职高
411436101,411436,411436,文盲/半文盲
410480101,410480,410480,小学
210647102,210647,210647,初中
230059101,230059,230059,小学
370282103,370282,370282,小学
410810105,410810,410810,小学
130892101,130892,130892,小学
440035104,440035,440035,初中
620881105,620881,620881,初中
311977431,311977,311977,文盲/半文盲
500023101,500023,500023,高中/中专/技校/职高
410809431,410809,410809,初中
211211102,211211,211211,文盲/半文盲
312399102,312399,312399,文盲/半文盲
440035101,440035,440035,高中/中专/技校/职高
610063105,610063,610063,初中
340256103,340256,340256,小学
230113103,230113,230113,大专
320337101,320337,320337,文盲/半文盲
311464101,311464,311464,高中/中专/技校/职高
267669504,267669,不适用,不适用
441194101,441194,441194,大学本科
211838101,211838,211838,小学
441155431,441155,441155,文盲/半文盲
370092101,370092,370092,初中
510278102,510278,510278,文盲/半文盲
530456102,530456,530456,高中/中专/技校/职高
441117104,441117,441117,初中
410614102,410614,410614,初中
130873101,130873,130873,初中
441115101,441115,441115,文盲/半文盲
440432103,251064,440432,高中/中专/技校/职高
312532101,312532,312532,初中
620360102,620360,620360,文盲/半文盲
520489103,235132,520489,初中
510892103,510892,510892,文盲/半文盲
370470101,370470,370470,文盲/半文盲
311587104,311587,311587,初中
441115103,441115,441115,小学
620596101,620596,620596,文盲/半文盲
310481101,310481,310481,大学本科
441105113,441105,441105,不适用
220090101,220090,220090,小学
210173103,210173,210173,高中/中专/技校/职高
410313431,410313,410313,初中
441106102,441106,441106,文盲/半文盲
441114102,441114,441114,不适用
411446102,411446,411446,文盲/半文盲
430306102,430306,430306,文盲/半文盲
411078101,411078,411078,大专
441114104,441114,441114,初中
410623101,410623,410623,初中
621477102,621477,621477,文盲/半文盲
410805102,410805,410805,文盲/半文盲
621669101,621669,621669,文盲/半文盲
312326102,312326,312326,高中/中专/技校/职高
130114103,883157,883157,大学本科
411432101,411432,411432,初中
