pid,fid16,cfps_age,cfps_gender,qea0,qq301,qz202,cfps2016edu
411071103,411071,38,女,在婚（有配偶）,否,7,高中/中专/技校/职高
411133501,411133,32,女,在婚（有配偶）,否,6,大学本科
411090102,411090,41,男,在婚（有配偶）,是,7,初中
411142101,411142,52,女,在婚（有配偶）,否,6,小学
411075102,411075,39,男,在婚（有配偶）,否,7,高中/中专/技校/职高
411122102,411122,49,男,在婚（有配偶）,是,6,小学
411062101,411062,47,男,在婚（有配偶）,否,7,初中
411088103,411088,48,女,离婚,否,6,初中
411085101,411085,53,女,在婚（有配偶）,否,7,高中/中专/技校/职高
411075103,411075,68,女,在婚（有配偶）,否,6,小学
411129101,411129,46,男,在婚（有配偶）,否,3,初中
411137431,411137,34,女,在婚（有配偶）,否,6,初中
411137432,411137,38,男,在婚（有配偶）,,,小学
411138533,411138,80,女,在婚（有配偶）,否,6,文盲/半文盲
411142431,411142,29,女,在婚（有配偶）,否,6,文盲/半文盲
411147103,411147,42,男,在婚（有配偶）,是,7,小学
411070103,411070,30,男,在婚（有配偶）,是,6,初中
411131101,411131,58,男,在婚（有配偶）,否,6,初中
411141103,411141,16,女,未婚,否,7,初中
411122103,411122,21,女,未婚,否,6,高中/中专/技校/职高
411070101,411070,53,男,在婚（有配偶）,是,7,初中
411122101,411122,46,女,在婚（有配偶）,否,6,小学
411123101,411123,78,男,未婚,否,4,文盲/半文盲
411134102,411134,46,男,在婚（有配偶）,是,6,高中/中专/技校/职高
411148102,411148,65,男,丧偶,否,6,文盲/半文盲
411137102,411137,62,女,在婚（有配偶）,否,5,初中
411088102,411088,83,女,在婚（有配偶）,否,5,文盲/半文盲
411069101,411069,25,女,未婚,否,6,大专
411067101,411067,53,男,在婚（有配偶）,否,7,高中/中专/技校/职高
411078101,411078,43,男,在婚（有配偶）,否,7,大专
411131102,411131,86,女,丧偶,否,3,文盲/半文盲
411069102,411069,47,男,在婚（有配偶）,否,6,高中/中专/技校/职高
411078102,411078,41,女,在婚（有配偶）,否,7,高中/中专/技校/职高
411070104,411070,32,女,在婚（有配偶）,否,7,初中
411146102,411146,44,女,在婚（有配偶）,否,6,小学
411139551,411139,24,女,在婚（有配偶）,否,6,初中
411081103,411081,62,女,在婚（有配偶）,否,6,文盲/半文盲
411139102,411139,29,男,在婚（有配偶）,否,6,初中
411127101,411127,61,男,在婚（有配偶）,否,5,文盲/半文盲
411132101,411132,54,女,在婚（有配偶）,否,6,小学
411134103,411134,22,女,在婚（有配偶）,否,6,
411067102,411067,54,女,在婚（有配偶）,否,5,高中/中专/技校/职高
411068101,411068,79,男,丧偶,否,6,文盲/半文盲
411142531,411142,31,男,在婚（有配偶）,否,6,小学
411121102,411121,66,女,在婚（有配偶）,否,6,文盲/半文盲
411144101,411144,59,男,在婚（有配偶）,是,7,初中
411088101,411088,86,男,在婚（有配偶）,否,6,小学
411138532,411138,78,男,在婚（有配偶）,否,3,小学
411070431,411070,27,女,在婚（有配偶）,否,7,初中
411069103,411069,45,女,在婚（有配偶）,否,6,初中
411133102,411133,53,女,在婚（有配偶）,否,6,初中
411081101,411081,59,男,在婚（有配偶）,否,6,小学
411084105,411084,31,女,在婚（有配偶）,否,7,大专
411144104,411144,58,女,在婚（有配偶）,否,6,文盲/半文盲
411067103,411067,30,男,在婚（有配偶）,否,6,大专
411141101,411141,42,女,在婚（有配偶）,否,7,初中
411142102,411142,54,男,在婚（有配偶）,否,5,小学
411127103,411127,53,女,在婚（有配偶）,否,5,文盲/半文盲
411138101,411138,54,女,在婚（有配偶）,否,6,初中
411147101,411147,67,男,在婚（有配偶）,否,6,高中/中专/技校/职高
411138102,411138,53,男,在婚（有配偶）,是,6,初中
411067501,411067,27,女,在婚（有配偶）,否,6,大专
411090101,411090,68,女,丧偶,否,6,初中
411134105,411134,80,男,丧偶,否,3,小学
411070102,411070,54,女,在婚（有配偶）,否,7,初中
411144103,411144,93,女,丧偶,否,5,文盲/半文盲
410142104,108628,38,女,在婚（有配偶）,否,5,
410120103,410120,51,女,在婚（有配偶）,否,5,初中
410058104,410058,18,女,未婚,否,5,初中
410144104,410144,20,女,未婚,否,5,高中/中专/技校/职高
410064102,410064,35,男,在婚（有配偶）,否,4,高中/中专/技校/职高
410082101,410082,45,男,在婚（有配偶）,是,5,高中/中专/技校/职高
410049101,410049,40,女,离婚,否,5,小学
410057102,410057,51,男,在婚（有配偶）,否,5,大专
410073101,410073,57,女,在婚（有配偶）,否,6,高中/中专/技校/职高
410046101,410046,87,女,丧偶,否,3,文盲/半文盲
410139104,410139,27,男,在婚（有配偶）,否,5,小学
410104101,410104,68,女,在婚（有配偶）,否,2,小学
410067103,410067,61,女,离婚,否,5,初中
410105101,410105,73,女,在婚（有配偶）,否,3,
410129104,410129,19,女,在婚（有配偶）,否,5,高中/中专/技校/职高
410117101,410117,48,男,在婚（有配偶）,否,4,初中
410058105,410058,16,男,未婚,否,5,初中
410138104,410138,22,男,未婚,是,6,小学
410139502,410139,25,女,在婚（有配偶）,否,4,初中
410104102,410104,69,男,在婚（有配偶）,否,4,小学
410042103,410042,17,男,未婚,否,4,初中
410142103,108628,35,男,在婚（有配偶）,否,5,
410047101,410047,35,女,在婚（有配偶）,否,5,小学
410120101,410120,56,男,在婚（有配偶）,否,4,高中/中专/技校/职高
410142101,410142,60,女,在婚（有配偶）,否,3,初中
410056101,410056,43,男,在婚（有配偶）,是,4,高中/中专/技校/职高
410116102,410116,48,女,在婚（有配偶）,否,3,文盲/半文盲
410120105,410120,28,女,在婚（有配偶）,否,6,大专
410057101,410057,50,女,在婚（有配偶）,否,4,大专
410143104,410143,49,男,在婚（有配偶）,否,3,
410086101,410086,52,男,在婚（有配偶）,否,5,高中/中专/技校/职高
410058103,410058,36,男,未婚,否,5,初中
410114106,410114,36,女,在婚（有配偶）,否,5,大学本科
410084102,410084,53,女,在婚（有配偶）,否,4,大专
410095104,410095,44,男,在婚（有配偶）,否,4,初中
410073501,410073,33,男,在婚（有配偶）,否,3,大专
410055102,410055,38,男,在婚（有配偶）,是,5,高中/中专/技校/职高
410086103,410086,25,男,未婚,否,6,大学本科
410139501,410139,25,女,在婚（有配偶）,否,5,初中
410114101,410114,64,女,在婚（有配偶）,否,4,小学
410119103,410119,43,女,在婚（有配偶）,否,4,小学
410073102,410073,53,男,在婚（有配偶）,否,3,高中/中专/技校/职高
410062102,410062,38,女,在婚（有配偶）,否,4,高中/中专/技校/职高
410109104,410109,23,男,未婚,是,4,初中
410109101,410109,56,男,在婚（有配偶）,否,4,高中/中专/技校/职高
410125106,410125,34,男,在婚（有配偶）,否,5,小学
410062101,410062,46,男,在婚（有配偶）,否,5,高中/中专/技校/职高
410074101,410074,47,男,在婚（有配偶）,否,5,高中/中专/技校/职高
410125107,410125,27,女,在婚（有配偶）,否,5,大专
410109431,410109,29,女,在婚（有配偶）,否,6,大专
410059101,410059,64,女,在婚（有配偶）,否,5,初中
410095102,410095,81,男,在婚（有配偶）,否,3,文盲/半文盲
410139101,410139,70,女,在婚（有配偶）,否,3,文盲/半文盲
410629102,410629,62,男,在婚（有配偶）,是,5,大专
410084103,410084,25,男,未婚,否,6,硕士
410065103,410065,28,男,在婚（有配偶）,否,5,初中
410095103,410095,81,女,在婚（有配偶）,否,3,文盲/半文盲
410058102,410058,43,男,在婚（有配偶）,否,4,初中
410144102,410144,44,男,在婚（有配偶）,是,4,小学
410056102,410056,44,女,在婚（有配偶）,否,5,初中
410143102,410143,67,女,在婚（有配偶）,是,4,文盲/半文盲
410108104,410108,44,女,在婚（有配偶）,否,5,大专
410047102,410047,40,男,在婚（有配偶）,是,4,初中
410088102,410088,64,女,在婚（有配偶）,否,5,小学
410066101,410066,32,女,在婚（有配偶）,否,5,大学本科
410089101,410089,46,男,在婚（有配偶）,否,5,初中
410060103,209185,31,男,在婚（有配偶）,否,5,高中/中专/技校/职高
410629101,410629,62,女,在婚（有配偶）,否,4,初中
410060101,410060,73,男,在婚（有配偶）,是,4,高中/中专/技校/职高
410135101,410135,88,女,丧偶,否,1,文盲/半文盲
410428104,128978,27,男,在婚（有配偶）,否,5,初中
410042101,410042,44,男,在婚（有配偶）,否,4,文盲/半文盲
410046531,410046,66,男,在婚（有配偶）,是,4,初中
410123102,410123,31,男,在婚（有配偶）,否,6,初中
410047581,410047,70,女,丧偶,否,4,
410120102,410120,31,男,在婚（有配偶）,否,6,大专
410119102,410119,46,男,在婚（有配偶）,否,4,初中
410058101,410058,42,女,在婚（有配偶）,否,4,初中
410123101,410123,60,女,丧偶,否,5,初中
410043101,410043,48,女,丧偶,否,5,高中/中专/技校/职高
410065101,410065,52,男,在婚（有配偶）,否,5,大专
410116101,410116,48,男,在婚（有配偶）,是,4,初中
410109103,410109,31,男,在婚（有配偶）,否,5,大学本科
410108101,410108,72,女,丧偶,否,6,初中
410114103,410114,38,男,在婚（有配偶）,是,5,大学本科
410115101,410115,75,男,在婚（有配偶）,否,1,高中/中专/技校/职高
410066102,410066,37,男,在婚（有配偶）,否,5,大专
410088101,410088,65,男,在婚（有配偶）,否,4,大专
410074102,410074,44,女,在婚（有配偶）,否,5,初中
410075101,410075,79,女,丧偶,否,4,大学本科
410098101,410098,40,女,在婚（有配偶）,否,6,高中/中专/技校/职高
410129101,410129,52,女,在婚（有配偶）,否,2,高中/中专/技校/职高
410084101,410084,53,男,在婚（有配偶）,否,5,大学本科
410080102,410080,56,女,在婚（有配偶）,否,6,初中
410070101,410070,35,男,在婚（有配偶）,否,5,高中/中专/技校/职高
411720103,588986,31,男,在婚（有配偶）,是,4,硕士
410055101,410055,37,女,在婚（有配偶）,否,5,初中
410109102,410109,54,女,在婚（有配偶）,否,3,初中
410144103,410144,47,女,在婚（有配偶）,否,4,小学
410057103,410057,23,男,未婚,否,5,大学本科
410127532,410127,45,男,在婚（有配偶）,否,5,高中/中专/技校/职高
410071101,410071,42,男,在婚（有配偶）,是,5,硕士
410821103,267974,26,男,未婚,否,5,大学本科
410116103,301810,26,女,在婚（有配偶）,否,5,高中/中专/技校/职高
410070551,410070,30,女,在婚（有配偶）,否,4,大专
410062531,410062,64,男,在婚（有配偶）,否,2,文盲/半文盲
410095105,410095,16,男,未婚,否,5,初中
410080103,410080,31,女,未婚,否,4,大专
410130106,410130,37,女,在婚（有配偶）,否,5,初中
410114105,410114,94,女,丧偶,否,1,文盲/半文盲
301810431,301810,27,男,在婚（有配偶）,否,5,初中
410086102,410086,51,女,在婚（有配偶）,否,5,高中/中专/技校/职高
410138101,410138,27,男,在婚（有配偶）,否,5,小学
410098103,410098,16,女,未婚,否,5,高中/中专/技校/职高
410128101,410128,52,女,在婚（有配偶）,否,4,初中
410108105,410108,16,女,未婚,否,6,初中
410047103,410047,18,女,未婚,否,5,初中
410138103,410138,48,女,在婚（有配偶）,否,5,小学
410138581,410138,27,女,在婚（有配偶）,否,4,高中/中专/技校/职高
410060431,209185,31,女,在婚（有配偶）,否,5,大专
410065102,410065,52,女,在婚（有配偶）,否,4,高中/中专/技校/职高
410113103,410113,46,男,在婚（有配偶）,否,5,初中
410143103,410143,40,女,在婚（有配偶）,否,3,
410105107,410105,16,男,未婚,,,小学
410105102,410105,77,男,在婚（有配偶）,否,3,
410117103,410117,50,女,在婚（有配偶）,否,4,小学
410114102,410114,68,男,在婚（有配偶）,否,5,高中/中专/技校/职高
410067102,410067,52,男,在婚（有配偶）,是,5,大学本科
410102102,410102,75,女,在婚（有配偶）,否,3,初中
410138102,410138,50,男,在婚（有配偶）,否,3,小学
410098102,410098,46,男,在婚（有配偶）,是,5,高中/中专/技校/职高
410080101,410080,57,男,在婚（有配偶）,是,4,高中/中专/技校/职高
410137432,410137,69,女,在婚（有配偶）,否,2,文盲/半文盲
410115102,410115,71,女,在婚（有配偶）,否,3,高中/中专/技校/职高
410139103,410139,26,男,在婚（有配偶）,否,5,初中
410043103,410043,24,男,未婚,否,5,大学本科
410142102,410142,62,男,在婚（有配偶）,否,3,初中
410120104,410120,25,女,未婚,否,5,初中
410064101,410064,33,女,在婚（有配偶）,否,5,高中/中专/技校/职高
410125103,410125,66,女,在婚（有配偶）,否,2,小学
410060102,410060,63,女,在婚（有配偶）,否,4,初中
410042102,410042,43,女,在婚（有配偶）,否,4,文盲/半文盲
410073103,410073,29,女,在婚（有配偶）,否,5,高中/中专/技校/职高
410137431,410137,77,男,在婚（有配偶）,否,3,文盲/半文盲
410138105,410138,20,女,未婚,否,5,初中
410062431,410062,65,女,在婚（有配偶）,否,3,初中
410117102,410117,80,女,丧偶,否,1,
410065551,410065,26,女,在婚（有配偶）,否,5,大学本科
410095101,410095,43,女,在婚（有配偶）,否,5,初中
410089102,410089,43,女,在婚（有配偶）,否,4,初中
411124103,110339,30,男,在婚（有配偶）,否,5,大专
410139102,410139,75,男,在婚（有配偶）,否,2,高中/中专/技校/职高
410143105,410143,19,男,未婚,否,5,高中/中专/技校/职高
410129102,410129,52,男,在婚（有配偶）,否,4,初中
410113104,410113,19,男,未婚,否,5,高中/中专/技校/职高
588986501,588986,29,女,在婚（有配偶）,,,硕士
411064103,169668,30,女,在婚（有配偶）,否,5,硕士
410117104,410117,23,女,未婚,否,5,大学本科
410108103,410108,52,男,在婚（有配偶）,否,6,初中
410067101,410067,36,女,在婚（有配偶）,否,5,大学本科
410059102,410059,67,男,在婚（有配偶）,否,5,初中
410113105,410113,20,女,未婚,否,5,高中/中专/技校/职高
410129431,410129,27,女,在婚（有配偶）,否,5,初中
410102101,410102,79,男,在婚（有配偶）,是,3,初中
410125102,410125,66,男,在婚（有配偶）,否,3,初中
410071102,410071,40,女,在婚（有配偶）,否,5,大专
410113106,410113,45,女,在婚（有配偶）,否,4,初中
169668501,169668,29,男,在婚（有配偶）,否,5,
410208101,410208,52,男,在婚（有配偶）,否,5,小学
410153101,410153,45,男,在婚（有配偶）,否,6,小学
410228102,410228,48,女,在婚（有配偶）,否,4,小学
410160101,410160,66,女,在婚（有配偶）,否,5,文盲/半文盲
410203107,410203,29,女,在婚（有配偶）,否,4,初中
410198101,410198,70,男,在婚（有配偶）,否,4,小学
410198102,410198,72,女,在婚（有配偶）,否,4,文盲/半文盲
410219104,286921,27,女,在婚（有配偶）,否,5,初中
410204103,410204,35,男,在婚（有配偶）,否,6,小学
410162104,410162,33,女,在婚（有配偶）,否,5,小学
410211431,410211,25,女,在婚（有配偶）,否,4,初中
410220101,410220,74,男,在婚（有配偶）,否,5,初中
410159101,410159,52,男,在婚（有配偶）,否,4,初中
410159102,410159,52,女,在婚（有配偶）,否,4,初中
410190103,410190,22,男,未婚,否,5,小学
410211101,410211,48,女,在婚（有配偶）,否,5,文盲/半文盲
410206103,410206,70,女,在婚（有配偶）,否,4,文盲/半文盲
410161103,410161,67,女,在婚（有配偶）,否,5,文盲/半文盲
410204105,410204,34,女,在婚（有配偶）,否,6,小学
410189103,244559,20,女,在婚（有配偶）,否,5,初中
410206101,410206,43,男,在婚（有配偶）,是,4,高中/中专/技校/职高
410189102,410189,45,男,在婚（有配偶）,否,5,初中
410211102,410211,50,男,在婚（有配偶）,否,4,初中
410202102,410202,50,女,在婚（有配偶）,否,4,小学
410220102,410220,67,女,在婚（有配偶）,否,5,文盲/半文盲
410203102,410203,58,男,在婚（有配偶）,否,4,高中/中专/技校/职高
410202101,410202,54,男,在婚（有配偶）,是,4,初中
410209102,410209,50,女,在婚（有配偶）,否,3,文盲/半文盲
410210104,410210,28,女,在婚（有配偶）,否,5,初中
410203101,410203,56,女,在婚（有配偶）,否,5,高中/中专/技校/职高
410204101,410204,62,男,在婚（有配偶）,是,5,初中
410193102,410193,56,女,在婚（有配偶）,否,4,文盲/半文盲
410205102,410205,55,女,在婚（有配偶）,否,4,文盲/半文盲
410157101,410157,59,女,在婚（有配偶）,否,5,文盲/半文盲
410204104,410204,29,男,在婚（有配偶）,否,6,初中
410210101,410210,63,女,在婚（有配偶）,否,5,文盲/半文盲
410162101,410162,61,女,在婚（有配偶）,否,6,文盲/半文盲
410205101,410205,57,男,在婚（有配偶）,否,4,高中/中专/技校/职高
410190102,410190,44,女,在婚（有配偶）,否,4,文盲/半文盲
410206102,410206,72,男,在婚（有配偶）,否,4,小学
410201102,410201,67,男,在婚（有配偶）,否,3,小学
410206104,410206,43,女,在婚（有配偶）,否,4,文盲/半文盲
410228101,410228,45,男,在婚（有配偶）,否,4,小学
784054501,784054,27,男,在婚（有配偶）,否,6,高中/中专/技校/职高
410189101,410189,43,女,在婚（有配偶）,否,5,文盲/半文盲
410157104,410157,31,女,在婚（有配偶）,否,6,初中
410204102,410204,62,女,在婚（有配偶）,否,4,文盲/半文盲
410195103,410195,57,女,在婚（有配偶）,否,5,文盲/半文盲
410210102,410210,67,男,在婚（有配偶）,否,4,文盲/半文盲
410153102,410153,45,女,在婚（有配偶）,否,4,小学
410205104,410205,29,女,在婚（有配偶）,否,4,高中/中专/技校/职高
410164101,410164,76,女,丧偶,否,5,文盲/半文盲
410204108,410204,27,女,在婚（有配偶）,否,5,初中
410193104,784054,27,女,在婚（有配偶）,否,5,初中
410195101,410195,34,男,在婚（有配偶）,否,5,小学
410202105,410202,23,女,在婚（有配偶）,否,5,初中
410161101,410161,71,男,在婚（有配偶）,否,4,初中
410157102,410157,59,男,在婚（有配偶）,否,5,高中/中专/技校/职高
410201101,410201,68,女,在婚（有配偶）,否,4,文盲/半文盲
286921501,286921,27,男,在婚（有配偶）,否,4,高中/中专/技校/职高
410207101,410207,47,男,在婚（有配偶）,否,4,高中/中专/技校/职高
410196102,410196,53,女,在婚（有配偶）,否,4,文盲/半文盲
410222102,410222,42,女,在婚（有配偶）,否,5,小学
410193101,410193,58,男,在婚（有配偶）,否,5,文盲/半文盲
410211103,410211,26,男,在婚（有配偶）,否,4,初中
410210103,410210,28,男,在婚（有配偶）,否,5,初中
410207102,410207,43,女,在婚（有配偶）,否,5,小学
410146103,410146,37,男,在婚（有配偶）,否,6,初中
410216103,410216,34,男,在婚（有配偶）,否,6,初中
410176104,410176,23,男,未婚,,,小学
410225101,410225,54,男,离婚,否,4,初中
410223101,410223,52,男,在婚（有配偶）,否,5,初中
410177101,410177,64,男,在婚（有配偶）,否,3,文盲/半文盲
410227102,410227,46,女,在婚（有配偶）,否,4,文盲/半文盲
410224102,410224,53,女,在婚（有配偶）,否,4,初中
410149103,410149,44,男,在婚（有配偶）,否,6,小学
410226102,410226,58,女,在婚（有配偶）,否,3,文盲/半文盲
410212104,410212,29,男,在婚（有配偶）,否,6,小学
410212101,410212,53,男,在婚（有配偶）,是,6,初中
410152101,410152,34,男,在婚（有配偶）,否,5,文盲/半文盲
410182102,410182,66,女,在婚（有配偶）,否,5,文盲/半文盲
410183104,410183,30,女,在婚（有配偶）,否,6,初中
410217431,410217,26,女,在婚（有配偶）,否,6,初中
410146101,410146,64,女,在婚（有配偶）,否,5,高中/中专/技校/职高
410145101,410145,55,男,在婚（有配偶）,否,5,高中/中专/技校/职高
410149104,410149,43,女,在婚（有配偶）,否,6,小学
410176101,410176,52,男,在婚（有配偶）,否,5,小学
410212102,410212,54,女,在婚（有配偶）,否,3,初中
410213105,410213,16,女,未婚,否,7,初中
410224101,410224,52,男,在婚（有配偶）,否,5,小学
410214102,410214,32,男,在婚（有配偶）,否,6,小学
410223106,410223,26,男,在婚（有配偶）,否,6,初中
410183101,410183,60,男,在婚（有配偶）,否,5,初中
410179102,410179,50,女,在婚（有配偶）,否,3,
410176102,410176,50,女,在婚（有配偶）,否,5,文盲/半文盲
410177102,410177,63,女,在婚（有配偶）,否,4,文盲/半文盲
410185101,410185,48,女,在婚（有配偶）,否,5,文盲/半文盲
410216102,410216,69,男,在婚（有配偶）,否,4,小学
410149102,410149,67,女,在婚（有配偶）,,,文盲/半文盲
410182104,410182,42,女,在婚（有配偶）,否,5,文盲/半文盲
410214101,410214,30,女,在婚（有配偶）,否,6,小学
410215101,410215,62,男,在婚（有配偶）,否,5,初中
410215103,410215,38,男,在婚（有配偶）,否,6,高中/中专/技校/职高
410221103,410221,18,男,未婚,否,6,高中/中专/技校/职高
410219431,410219,28,女,未婚,否,7,高中/中专/技校/职高
410217104,410217,26,男,在婚（有配偶）,是,5,初中
410221102,410221,43,女,在婚（有配偶）,否,6,初中
410216104,410216,33,女,在婚（有配偶）,否,5,小学
410213531,410213,76,女,丧偶,否,5,文盲/半文盲
410187103,410187,39,男,在婚（有配偶）,否,5,小学
410226101,410226,58,男,在婚（有配偶）,是,6,高中/中专/技校/职高
410147101,410147,63,男,离婚,否,4,文盲/半文盲
410149101,410149,69,男,在婚（有配偶）,否,5,文盲/半文盲
410213102,410213,48,男,在婚（有配偶）,否,2,小学
410177104,410177,40,女,在婚（有配偶）,否,5,文盲/半文盲
410227101,410227,47,男,在婚（有配偶）,是,6,初中
410221101,410221,45,男,在婚（有配偶）,否,6,初中
410219101,410219,52,男,在婚（有配偶）,否,6,小学
410224105,410224,27,女,在婚（有配偶）,否,6,初中
410147104,410147,25,男,未婚,否,6,高中/中专/技校/职高
410145102,410145,52,女,在婚（有配偶）,否,5,初中
410177105,410177,17,男,未婚,否,5,初中
410216101,410216,65,女,在婚（有配偶）,否,3,小学
410212105,410212,28,女,在婚（有配偶）,否,6,初中
410213101,410213,48,女,在婚（有配偶）,否,5,初中
410145103,228335,26,女,在婚（有配偶）,否,6,小学
410219102,410219,51,女,在婚（有配偶）,否,6,初中
410223102,410223,52,女,在婚（有配偶）,否,4,小学
410182103,410182,45,男,在婚（有配偶）,否,7,小学
410146102,410146,67,男,在婚（有配偶）,是,4,小学
410182101,410182,67,男,在婚（有配偶）,否,4,初中
410217101,410217,49,男,在婚（有配偶）,否,5,小学
410183102,410183,63,女,在婚（有配偶）,否,4,文盲/半文盲
410152102,410152,32,女,在婚（有配偶）,否,5,小学
410149106,410149,19,女,未婚,否,6,高中/中专/技校/职高
410217102,410217,49,女,在婚（有配偶）,否,5,小学
410146104,410146,37,女,在婚（有配偶）,否,6,初中
410219501,410219,22,女,在婚（有配偶）,否,6,初中
411483105,806639,21,男,未婚,否,5,高中/中专/技校/职高
411523102,411523,68,男,在婚（有配偶）,否,4,小学
411559104,170101,32,女,在婚（有配偶）,否,6,初中
411546101,411546,51,男,在婚（有配偶）,否,4,小学
411495101,411495,35,男,在婚（有配偶）,是,6,初中
411518103,411518,19,女,未婚,是,6,高中/中专/技校/职高
411559101,411559,62,男,在婚（有配偶）,否,5,小学
411548102,411548,76,男,在婚（有配偶）,否,4,小学
411480101,411480,66,女,丧偶,否,4,文盲/半文盲
411489102,411489,59,女,在婚（有配偶）,否,4,初中
411484104,411484,18,男,未婚,否,4,初中
411558102,411558,50,男,在婚（有配偶）,否,3,小学
411484102,411484,46,女,在婚（有配偶）,否,4,小学
411551101,411551,65,男,未婚,否,3,文盲/半文盲
411561102,411561,89,女,丧偶,否,3,文盲/半文盲
411550105,411550,82,男,丧偶,,,初中
411552102,411552,49,男,在婚（有配偶）,否,5,文盲/半文盲
411523103,411523,35,男,在婚（有配偶）,否,5,小学
411558101,411558,54,女,在婚（有配偶）,否,2,初中
411521101,411521,46,男,在婚（有配偶）,否,4,文盲/半文盲
411550103,411550,17,女,未婚,否,6,初中
411548101,411548,72,女,在婚（有配偶）,否,3,文盲/半文盲
411547101,411547,69,男,在婚（有配偶）,否,3,小学
411483104,806639,23,女,未婚,否,4,初中
411518101,411518,44,男,在婚（有配偶）,否,4,小学
411484101,411484,60,男,在婚（有配偶）,否,3,初中
411523104,411523,33,女,在婚（有配偶）,否,5,小学
411513102,411513,80,女,在婚（有配偶）,否,2,文盲/半文盲
411522101,411522,46,男,在婚（有配偶）,是,4,初中
411489101,411489,60,男,在婚（有配偶）,否,3,初中
411543101,411543,68,男,未婚,否,1,文盲/半文盲
411545532,411545,66,女,在婚（有配偶）,否,6,文盲/半文盲
411492101,411492,48,男,在婚（有配偶）,否,5,小学
411559108,170101,35,男,在婚（有配偶）,否,6,初中
411560101,411560,44,男,在婚（有配偶）,否,5,文盲/半文盲
411559107,411559,93,女,丧偶,否,2,文盲/半文盲
411490102,411490,33,男,在婚（有配偶）,否,6,初中
411560102,411560,44,女,在婚（有配偶）,否,5,小学
411496102,411496,49,女,在婚（有配偶）,否,4,初中
411480102,411480,25,男,未婚,否,6,大专
411549101,411549,50,女,在婚（有配偶）,否,4,文盲/半文盲
411492103,411492,18,女,未婚,否,5,初中
411542102,411542,71,男,在婚（有配偶）,是,4,文盲/半文盲
411521102,411521,35,女,在婚（有配偶）,否,5,小学
411515105,411515,19,男,未婚,否,6,高中/中专/技校/职高
411542103,411542,74,女,在婚（有配偶）,否,4,文盲/半文盲
411490103,411490,34,女,在婚（有配偶）,否,4,初中
411515103,411515,44,男,在婚（有配偶）,否,5,文盲/半文盲
411476102,411476,38,男,在婚（有配偶）,否,6,高中/中专/技校/职高
411538102,398232,63,男,丧偶,否,5,文盲/半文盲
411496104,411496,24,男,在婚（有配偶）,否,6,初中
411553103,411553,21,男,未婚,,,高中/中专/技校/职高
411523101,411523,61,女,在婚（有配偶）,否,4,文盲/半文盲
411522103,411522,18,女,在婚（有配偶）,否,6,初中
411496101,411496,49,男,在婚（有配偶）,否,4,初中
411492102,411492,50,女,在婚（有配偶）,否,5,小学
411487101,411487,71,男,在婚（有配偶）,否,4,文盲/半文盲
411482101,411482,49,男,丧偶,是,3,文盲/半文盲
411515102,411515,72,女,丧偶,否,4,文盲/半文盲
411484103,411484,26,女,未婚,否,6,大专
411562102,411562,40,女,在婚（有配偶）,否,5,文盲/半文盲
411513101,411513,79,男,在婚（有配偶）,否,1,小学
411495102,411495,36,女,在婚（有配偶）,否,5,初中
411562101,411562,42,男,在婚（有配偶）,否,4,小学
411483103,806639,45,女,在婚（有配偶）,否,3,文盲/半文盲
411476101,411476,68,男,在婚（有配偶）,否,4,初中
411522102,411522,43,女,在婚（有配偶）,否,5,初中
411487102,411487,71,女,在婚（有配偶）,否,2,文盲/半文盲
411561101,411561,67,男,离婚,否,2,文盲/半文盲
411549102,411549,50,男,在婚（有配偶）,否,3,文盲/半文盲
411483102,806639,46,男,在婚（有配偶）,否,5,初中
411547103,411547,67,女,在婚（有配偶）,否,6,文盲/半文盲
411550102,411550,45,男,在婚（有配偶）,是,6,小学
411490101,411490,54,女,在婚（有配偶）,否,3,初中
411496532,411496,83,女,在婚（有配偶）,,,小学
411521103,411521,17,女,未婚,否,6,初中
411547107,211349,40,女,在婚（有配偶）,否,4,初中
411496502,411496,24,女,在婚（有配偶）,否,5,初中
411496531,411496,82,男,在婚（有配偶）,,,文盲/半文盲
411559102,411559,61,女,在婚（有配偶）,否,5,文盲/半文盲
411496103,109732,27,男,在婚（有配偶）,,,初中
411545531,411545,66,男,在婚（有配偶）,否,3,小学
411550101,411550,45,女,在婚（有配偶）,否,5,初中
411496501,109732,29,女,在婚（有配偶）,,,
411518102,411518,44,女,在婚（有配偶）,否,5,初中
411515104,411515,42,女,在婚（有配偶）,否,5,小学
411476105,411476,63,女,在婚（有配偶）,否,4,文盲/半文盲
411555101,411555,71,女,丧偶,否,3,文盲/半文盲
411476103,411476,41,女,在婚（有配偶）,否,5,初中
411553101,411553,51,男,在婚（有配偶）,否,5,初中
411553102,411553,52,女,在婚（有配偶）,否,4,文盲/半文盲
411552101,411552,50,女,在婚（有配偶）,否,4,文盲/半文盲
410579102,410579,52,男,在婚（有配偶）,否,7,初中
410508101,410508,53,男,在婚（有配偶）,是,7,高中/中专/技校/职高
410586103,410586,65,女,在婚（有配偶）,否,7,文盲/半文盲
410559101,410559,39,男,离婚,是,7,初中
410592102,410592,40,男,在婚（有配偶）,是,7,初中
410525101,410525,52,男,在婚（有配偶）,是,7,小学
410501104,410501,16,男,未婚,是,7,小学
410506104,410506,29,女,在婚（有配偶）,否,7,初中
