pid,fid18,age,gender_update,qea0,qq301,kz202,cfps2018edu
411836103,411836,23,女,未婚,否,7,大学本科
411838102,411838,47,男,在婚（有配偶）,否,5,初中
411838103,411838,14,男,没有有效数据,否,3,小学
411839101,411839,56,女,在婚（有配偶）,否,7,大专
411839102,411839,55,男,在婚（有配偶）,否,7,大专
411839103,411839,28,女,未婚,否,7,硕士
411840101,411840,58,女,在婚（有配偶）,否,7,初中
411840102,411840,58,男,在婚（有配偶）,否,4,高中/中专/技校/职高
411840103,411840,33,男,在婚（有配偶）,是,7,大专
411840431,411840,32,女,在婚（有配偶）,否,7,大专
411841101,411841,44,女,在婚（有配偶）,否,7,大学本科
411841102,411841,43,男,在婚（有配偶）,否,7,大专
411841103,411841,14,女,没有有效数据,否,7,小学
411843101,411843,49,男,在婚（有配偶）,是,7,高中/中专/技校/职高
411843102,411843,45,女,在婚（有配偶）,否,7,初中
411843103,411843,18,女,未婚,否,7,初中
411844101,411844,59,女,在婚（有配偶）,否,7,大专
411844102,411844,57,男,在婚（有配偶）,是,5,大学本科
411844103,411844,30,男,未婚,否,7,大学本科
411846101,411846,64,男,在婚（有配偶）,否,6,高中/中专/技校/职高
411846102,411846,63,女,在婚（有配偶）,否,不适用,初中
411846103,284420,29,女,在婚（有配偶）,否,不适用,大专
411846104,411846,38,男,在婚（有配偶）,否,7,大学本科
411846105,411846,35,女,在婚（有配偶）,否,7,大学本科
411846106,411846,10,女,没有有效数据,否,7,文盲/半文盲
411848101,411848,63,女,在婚（有配偶）,否,不适用,文盲/半文盲
411848102,411848,63,男,在婚（有配偶）,否,7,初中
411848103,411848,19,女,未婚,否,7,初中
411848531,411848,40,男,在婚（有配偶）,否,6,初中
411848532,411848,37,男,在婚（有配偶）,否,7,初中
411848553,411848,40,女,在婚（有配偶）,否,7,初中
411849101,411849,50,男,在婚（有配偶）,是,不适用,高中/中专/技校/职高
411849102,411849,48,女,在婚（有配偶）,否,7,高中/中专/技校/职高
411849103,411849,24,女,在婚（有配偶）,否,不适用,大学本科
411849104,411849,13,男,没有有效数据,否,7,小学
411849105,411849,79,女,丧偶,否,5,文盲/半文盲
411850102,411850,62,男,在婚（有配偶）,是,6,高中/中专/技校/职高
411850103,411850,58,女,在婚（有配偶）,否,5,高中/中专/技校/职高
411851101,946986,39,男,在婚（有配偶）,否,5,大专
411851104,946986,37,女,在婚（有配偶）,否,5,大学本科
411851105,946986,10,男,没有有效数据,否,5,文盲/半文盲
411852102,411852,51,女,丧偶,否,7,初中
411852103,411852,27,女,在婚（有配偶）,否,7,大学本科
411859101,411859,49,男,在婚（有配偶）,否,7,小学
411859102,411859,48,女,在婚（有配偶）,否,7,小学
411859103,411859,29,男,在婚（有配偶）,否,7,高中/中专/技校/职高
411859104,411859,16,女,未婚,否,4,小学
411859501,411859,29,女,在婚（有配偶）,否,7,初中
411860101,411860,64,女,丧偶,否,7,小学
411863101,411863,47,男,在婚（有配偶）,否,7,初中
411863102,411863,45,女,在婚（有配偶）,是,5,小学
411863105,411863,13,女,没有有效数据,否,7,小学
411864101,411864,64,男,在婚（有配偶）,否,7,文盲/半文盲
411864102,411864,66,女,在婚（有配偶）,否,7,高中/中专/技校/职高
411864103,411864,41,男,在婚（有配偶）,否,7,大专
411865102,411865,75,女,丧偶,否,7,小学
411865103,411865,55,男,在婚（有配偶）,否,7,大学本科
411865104,411865,55,女,在婚（有配偶）,是,不适用,大专
411873101,411873,61,女,在婚（有配偶）,否,6,高中/中专/技校/职高
411873102,411873,64,男,在婚（有配偶）,否,5,高中/中专/技校/职高
411873103,177645,35,女,在婚（有配偶）,否,7,大学本科
411873104,177645,11,男,没有有效数据,否,7,文盲/半文盲
411875101,411875,43,男,在婚（有配偶）,是,6,大学本科
411875102,411875,43,女,在婚（有配偶）,否,6,大学本科
411875103,411875,18,女,未婚,否,7,高中/中专/技校/职高
411875401,411875,11,男,没有有效数据,否,7,文盲/半文盲
411876101,411876,48,男,在婚（有配偶）,是,5,初中
411876102,411876,48,,,,,高中/中专/技校/职高
411876103,411876,25,女,未婚,否,不适用,硕士
411877101,411877,47,男,丧偶,否,7,初中
411877104,411877,14,男,没有有效数据,否,7,小学
411880101,411880,60,女,在婚（有配偶）,否,5,大专
411880102,411880,61,男,在婚（有配偶）,否,6,大专
411883101,411883,58,女,在婚（有配偶）,否,4,高中/中专/技校/职高
411883102,411883,58,男,在婚（有配偶）,否,5,大专
411883103,411883,33,男,在婚（有配偶）,否,6,大学本科
411883431,411883,29,女,在婚（有配偶）,否,6,大专
411887101,411887,47,男,在婚（有配偶）,是,5,大专
411887103,411887,20,男,未婚,否,6,高中/中专/技校/职高
411953551,411953,27,女,在婚（有配偶）,否,4,高中/中专/技校/职高
420002101,420002,44,男,在婚（有配偶）,否,7,初中
420002102,420002,41,女,在婚（有配偶）,否,7,小学
420002103,420002,16,男,未婚,否,7,初中
420004101,420004,53,男,在婚（有配偶）,否,6,初中
420004102,420004,29,男,在婚（有配偶）,是,7,初中
420004103,420004,52,女,在婚（有配偶）,否,6,初中
420004601,420004,29,女,在婚（有配偶）,否,7,初中
420006101,420006,64,,,,,文盲/半文盲
420006102,420006,38,男,在婚（有配偶）,否,不适用,高中/中专/技校/职高
420006103,420006,34,女,在婚（有配偶）,否,不适用,小学
420006104,420006,10,男,没有有效数据,否,不适用,文盲/半文盲
420007101,420007,75,女,丧偶,不适用,不适用,文盲/半文盲
420007532,420007,50,男,在婚（有配偶）,否,4,高中/中专/技校/职高
420008101,420008,52,男,在婚（有配偶）,否,不适用,初中
420008102,420008,47,女,在婚（有配偶）,否,不适用,文盲/半文盲
420008103,126758,24,女,在婚（有配偶）,否,不适用,初中
420008104,420008,20,男,未婚,否,不适用,高中/中专/技校/职高
420009101,420009,56,男,在婚（有配偶）,否,3,初中
420009102,420009,54,女,在婚（有配偶）,否,6,初中
420009103,420009,30,女,在婚（有配偶）,否,6,高中/中专/技校/职高
420010101,420010,60,男,在婚（有配偶）,是,5,高中/中专/技校/职高
420010102,420010,37,男,在婚（有配偶）,否,6,文盲/半文盲
420010103,420010,60,女,在婚（有配偶）,否,6,文盲/半文盲
420010104,420010,35,女,在婚（有配偶）,否,4,初中
420010105,420010,11,女,没有有效数据,否,不适用,文盲/半文盲
420011101,420011,54,男,在婚（有配偶）,是,1,初中
420011102,420011,53,女,在婚（有配偶）,否,6,文盲/半文盲
420011103,420011,24,女,在婚（有配偶）,否,7,高中/中专/技校/职高
420011431,420011,30,女,在婚（有配偶）,否,6,初中
420012101,420012,72,女,在婚（有配偶）,是,3,文盲/半文盲
420012102,420012,73,男,在婚（有配偶）,是,2,小学
420013101,420013,53,男,在婚（有配偶）,是,6,初中
420013102,420013,51,女,在婚（有配偶）,否,5,初中
420013531,420013,78,,,,,
420013581,420013,29,男,在婚（有配偶）,是,6,大专
420016101,144652,69,女,在婚（有配偶）,否,6,文盲/半文盲
420016102,420016,50,男,在婚（有配偶）,是,6,初中
420016103,144652,73,,,,,
420016104,420016,46,女,在婚（有配偶）,否,5,文盲/半文盲
420016105,420016,15,女,没有有效数据,否,6,小学
420016106,420016,10,女,没有有效数据,否,6,文盲/半文盲
420018101,420018,49,,,,,初中
420019102,420019,59,女,丧偶,否,3,高中/中专/技校/职高
420019104,420019,35,男,未婚,否,6,初中
420020102,212147,54,男,在婚（有配偶）,否,6,小学
420020104,212147,31,女,离婚,否,6,文盲/半文盲
420021101,420021,60,女,丧偶,否,不适用,文盲/半文盲
420022101,420022,82,男,在婚（有配偶）,是,6,小学
420022102,420022,82,女,在婚（有配偶）,否,3,文盲/半文盲
420024101,420024,42,女,在婚（有配偶）,否,6,高中/中专/技校/职高
420024102,420024,49,男,在婚（有配偶）,是,5,初中
420024103,420024,18,女,未婚,否,不适用,高中/中专/技校/职高
420025101,420025,34,女,在婚（有配偶）,否,5,初中
420025102,420025,37,男,在婚（有配偶）,否,4,初中
420025103,420025,12,男,没有有效数据,否,5,小学
420026101,420026,72,男,在婚（有配偶）,否,5,文盲/半文盲
420026102,420026,70,女,在婚（有配偶）,否,不适用,文盲/半文盲
420027101,420027,48,男,在婚（有配偶）,是,不适用,大专
420027102,420027,19,男,未婚,否,不适用,大专
420027103,420027,43,女,在婚（有配偶）,否,6,初中
420028101,420028,34,男,在婚（有配偶）,否,6,初中
420028102,420028,32,女,在婚（有配偶）,否,6,文盲/半文盲
420028103,420028,54,女,在婚（有配偶）,否,不适用,文盲/半文盲
420028104,420028,57,,,,,高中/中专/技校/职高
420028106,420028,10,女,没有有效数据,否,6,文盲/半文盲
420034101,420034,66,男,在婚（有配偶）,否,4,大专
420034102,420034,66,女,在婚（有配偶）,否,4,高中/中专/技校/职高
420041104,111065,57,男,在婚（有配偶）,是,5,小学
420045101,420045,43,男,在婚（有配偶）,否,5,高中/中专/技校/职高
420045102,420045,38,女,在婚（有配偶）,否,6,高中/中专/技校/职高
420047101,549303,79,女,丧偶,是,3,文盲/半文盲
420047102,420047,56,,,,,
420047103,420047,63,男,在婚（有配偶）,否,不适用,初中
420048101,420048,58,男,在婚（有配偶）,否,5,高中/中专/技校/职高
420049101,420049,68,女,在婚（有配偶）,否,3,小学
420049102,420049,69,男,在婚（有配偶）,否,2,大专
420049103,420049,38,男,在婚（有配偶）,否,5,大学本科
420054101,420054,48,男,在婚（有配偶）,否,5,初中
420054102,420054,50,女,在婚（有配偶）,否,5,小学
420054103,420054,24,女,未婚,否,6,大学本科
420054104,420054,22,男,未婚,否,6,高中/中专/技校/职高
420056101,420056,48,男,在婚（有配偶）,是,7,高中/中专/技校/职高
420057101,420057,82,女,在婚（有配偶）,是,3,文盲/半文盲
420057102,420057,83,男,在婚（有配偶）,否,1,文盲/半文盲
420059101,420059,31,男,在婚（有配偶）,否,7,初中
420061101,420061,61,女,在婚（有配偶）,否,6,初中
420062101,420062,82,男,同居,是,5,文盲/半文盲
420062102,420062,79,,,,,文盲/半文盲
420062103,420062,54,男,在婚（有配偶）,是,6,高中/中专/技校/职高
420062104,420062,54,女,在婚（有配偶）,否,6,初中
420067101,420067,43,女,在婚（有配偶）,否,6,大专
420067102,420067,48,男,在婚（有配偶）,否,5,初中
420067103,420067,19,男,未婚,否,7,高中/中专/技校/职高
420068102,194226,26,女,在婚（有配偶）,否,7,大学本科
420068431,420068,51,男,在婚（有配偶）,否,6,初中
420068432,420068,55,女,在婚（有配偶）,否,6,初中
420069101,420069,40,男,在婚（有配偶）,否,不适用,文盲/半文盲
420069102,420069,43,女,在婚（有配偶）,否,不适用,初中
420070101,420070,42,男,在婚（有配偶）,否,5,高中/中专/技校/职高
420070102,420070,12,男,没有有效数据,否,6,小学
420070103,420070,42,女,在婚（有配偶）,否,5,高中/中专/技校/职高
420072101,420072,59,女,在婚（有配偶）,否,4,高中/中专/技校/职高
420072102,420072,29,男,在婚（有配偶）,否,5,高中/中专/技校/职高
420072103,641026,35,女,离婚,否,5,高中/中专/技校/职高
420072104,420072,11,男,没有有效数据,否,4,文盲/半文盲
420072501,420072,31,女,在婚（有配偶）,否,5,初中
420075101,420075,48,男,在婚（有配偶）,否,4,硕士
420075102,420075,15,男,没有有效数据,否,6,初中
420075103,420075,39,女,在婚（有配偶）,否,5,大专
420076101,420076,59,女,在婚（有配偶）,否,4,初中
420076102,420076,62,男,在婚（有配偶）,否,5,高中/中专/技校/职高
420076105,420076,11,女,没有有效数据,否,6,文盲/半文盲
420077102,420077,40,男,在婚（有配偶）,否,不适用,大学本科
420079101,420079,75,女,在婚（有配偶）,否,4,小学
420079102,420079,74,,,,,
420079103,512537,41,男,在婚（有配偶）,否,6,高中/中专/技校/职高
420079104,512537,30,女,在婚（有配偶）,否,6,大专
420082101,420082,41,女,在婚（有配偶）,是,5,高中/中专/技校/职高
420082103,549331,28,,,,,大学本科
420085101,420085,43,女,在婚（有配偶）,否,6,大专
420085103,420085,16,女,未婚,否,6,初中
420085431,420085,77,,,,,小学
420085432,420085,78,,,,,初中
420089101,420089,42,男,在婚（有配偶）,否,不适用,大学本科
420090101,420090,45,男,在婚（有配偶）,否,6,大学本科
420090102,420090,13,男,没有有效数据,否,6,小学
420090103,420090,40,女,在婚（有配偶）,否,6,大专
420105101,420105,61,女,在婚（有配偶）,否,7,高中/中专/技校/职高
420105102,420105,61,男,在婚（有配偶）,否,7,大学本科
420106101,420106,62,女,在婚（有配偶）,否,5,高中/中专/技校/职高
420108101,420108,71,女,丧偶,否,6,初中
420118101,420118,43,女,丧偶,否,7,大专
420118103,420118,14,女,没有有效数据,否,7,小学
420118104,420118,70,女,丧偶,否,5,小学
420120101,420120,42,女,在婚（有配偶）,否,7,高中/中专/技校/职高
420120102,420120,48,男,在婚（有配偶）,否,不适用,大专
420120103,420120,18,男,未婚,否,7,高中/中专/技校/职高
420120104,420120,84,,,,,
420120105,420120,79,,,,,
420253101,420253,45,男,在婚（有配偶）,是,6,初中
420253102,420253,44,,,,,初中
420253104,420253,22,男,未婚,否,不适用,高中/中专/技校/职高
420254101,420254,39,男,在婚（有配偶）,否,6,初中
420254102,420254,40,女,在婚（有配偶）,否,5,文盲/半文盲
420254103,420254,28,女,在婚（有配偶）,否,6,高中/中专/技校/职高
420254551,420254,28,男,在婚（有配偶）,是,6,高中/中专/技校/职高
420255101,420255,62,男,在婚（有配偶）,否,2,初中
420255102,420255,62,女,在婚（有配偶）,否,4,文盲/半文盲
420256102,420256,53,女,在婚（有配偶）,否,6,文盲/半文盲
420256103,420256,28,男,未婚,是,6,大专
420257101,420257,44,女,在婚（有配偶）,否,4,小学
420257102,420257,45,男,在婚（有配偶）,否,不适用,初中
420258101,420258,44,男,在婚（有配偶）,是,不适用,初中
420258102,420258,46,女,在婚（有配偶）,是,6,小学
420258103,420258,20,女,未婚,否,不适用,高中/中专/技校/职高
420258104,420258,14,女,没有有效数据,否,不适用,小学
420259101,420259,67,男,丧偶,否,6,小学
420259531,420259,43,男,在婚（有配偶）,否,5,初中
420261101,420261,64,男,丧偶,是,不适用,文盲/半文盲
420261103,420261,37,男,在婚（有配偶）,否,7,初中
420261431,420261,32,女,在婚（有配偶）,否,7,初中
420263101,420263,63,男,在婚（有配偶）,是,6,文盲/半文盲
420263102,420263,65,女,在婚（有配偶）,否,3,文盲/半文盲
420263103,420263,39,女,在婚（有配偶）,否,7,初中
420264101,420264,48,男,在婚（有配偶）,否,7,高中/中专/技校/职高
420264102,420264,51,女,在婚（有配偶）,否,7,小学
420264103,531391,26,,,,,高中/中专/技校/职高
420265101,420265,80,男,丧偶,否,6,初中
420265103,177766,47,男,未婚,否,不适用,高中/中专/技校/职高
420266101,420266,64,女,在婚（有配偶）,否,7,小学
420266102,420266,65,男,在婚（有配偶）,是,6,初中
420266103,677012,40,男,未婚,否,不适用,小学
420267101,420267,63,女,在婚（有配偶）,否,6,高中/中专/技校/职高
420267102,420267,65,,,,,初中
420268101,420268,52,男,在婚（有配偶）,是,7,高中/中专/技校/职高
420268102,420268,52,女,在婚（有配偶）,否,6,初中
420268103,420268,31,男,在婚（有配偶）,否,7,高中/中专/技校/职高
420268104,420268,30,女,在婚（有配偶）,否,7,高中/中专/技校/职高
420269101,144748,52,女,在婚（有配偶）,否,4,文盲/半文盲
420269102,144748,56,男,在婚（有配偶）,否,2,初中
420269103,144748,30,男,离婚,是,不适用,大专
420270101,420270,74,男,在婚（有配偶）,是,6,初中
420270102,420270,74,女,在婚（有配偶）,否,6,文盲/半文盲
420270531,420270,52,男,在婚（有配偶）,是,7,初中
420270532,420270,49,男,在婚（有配偶）,是,6,初中
420271101,420271,59,男,在婚（有配偶）,是,6,小学
420271102,420271,55,女,在婚（有配偶）,否,6,初中
420271103,420271,33,,,,,初中
420271104,420271,32,,,,,初中
420271531,420271,34,,,,,初中
420272101,420272,49,男,在婚（有配偶）,否,不适用,初中
420272102,420272,49,,,,,小学
420272104,585314,20,,,,,小学
420272105,420272,73,男,丧偶,否,6,初中
420273101,420273,55,男,离婚,是,7,初中
420273102,434065,49,女,在婚（有配偶）,否,6,小学
420273103,659049,29,男,在婚（有配偶）,否,不适用,大专
420273431,420273,80,,,,,
420274101,420274,66,女,丧偶,否,3,文盲/半文盲
420274102,420274,39,男,离婚,否,不适用,小学
420274103,512585,35,女,在婚（有配偶）,不适用,不适用,初中
420275101,420275,51,男,丧偶,是,7,小学
420275103,420275,29,女,在婚（有配偶）,否,7,高中/中专/技校/职高
420275501,420275,31,,,,,高中/中专/技校/职高
420276101,420276,45,男,在婚（有配偶）,是,7,初中
420276102,420276,44,女,在婚（有配偶）,否,7,高中/中专/技校/职高
420276103,420276,19,女,未婚,否,不适用,高中/中专/技校/职高
420277101,420277,68,男,在婚（有配偶）,否,6,小学
420277102,420277,64,女,在婚（有配偶）,否,5,文盲/半文盲
420278101,420278,65,男,在婚（有配偶）,否,5,小学
420278102,420278,65,,,,,文盲/半文盲
420278103,420278,42,男,未婚,是,7,初中
420279101,420279,28,男,未婚,否,不适用,大专
420279102,420279,52,男,在婚（有配偶）,否,不适用,小学
420279103,420279,52,女,在婚（有配偶）,否,5,文盲/半文盲
420280101,420280,44,男,在婚（有配偶）,否,不适用,初中
420280102,420280,41,女,在婚（有配偶）,否,不适用,初中
420282101,420282,65,男,在婚（有配偶）,否,6,初中
420282102,420282,63,女,同居,否,5,高中/中专/技校/职高
420282105,549385,33,女,在婚（有配偶）,否,不适用,高中/中专/技校/职高
420282106,420282,10,男,没有有效数据,否,6,文盲/半文盲
420284101,420284,55,男,在婚（有配偶）,否,5,小学
420284102,420284,55,女,在婚（有配偶）,否,6,小学
420287101,420287,43,男,离婚,否,6,小学
420288101,420288,75,男,在婚（有配偶）,否,6,文盲/半文盲
420288102,420288,73,女,在婚（有配偶）,否,6,文盲/半文盲
420289101,420289,55,男,在婚（有配偶）,是,6,大专
420289102,420289,56,女,在婚（有配偶）,否,7,初中
420289104,246064,31,男,在婚（有配偶）,否,不适用,大专
420289106,420289,82,女,丧偶,是,4,文盲/半文盲
420289501,246064,28,女,在婚（有配偶）,否,不适用,高中/中专/技校/职高
420290101,420290,54,男,在婚（有配偶）,否,5,初中
420294101,420294,51,男,在婚（有配偶）,是,不适用,小学
420294102,420294,50,女,在婚（有配偶）,是,不适用,文盲/半文盲
420294103,189893,29,女,在婚（有配偶）,否,不适用,初中
420294104,420294,23,男,未婚,否,不适用,高中/中专/技校/职高
420295101,420295,43,男,在婚（有配偶）,是,不适用,高中/中专/技校/职高
420295102,420295,37,女,在婚（有配偶）,否,不适用,小学
420295103,420295,67,女,丧偶,否,7,小学
420295104,420295,16,女,未婚,否,7,初中
420296101,420296,54,男,在婚（有配偶）,否,不适用,初中
420296102,420296,55,女,在婚（有配偶）,否,5,小学
420296104,659069,29,男,离婚,是,不适用,初中
420296501,420296,27,,,,,高中/中专/技校/职高
420297101,420297,81,男,在婚（有配偶）,否,3,文盲/半文盲
420297102,420297,65,女,在婚（有配偶）,否,4,文盲/半文盲
420298101,420298,67,,,,,文盲/半文盲
420298102,420298,63,女,在婚（有配偶）,否,5,文盲/半文盲
420298103,420298,41,男,在婚（有配偶）,是,7,初中
420298104,420298,41,女,在婚（有配偶）,是,7,初中
420298431,420298,39,男,离婚,否,6,小学
420300101,420300,50,男,在婚（有配偶）,是,6,初中
420300102,420300,53,,,,,文盲/半文盲
420301101,420301,51,男,在婚（有配偶）,否,5,文盲/半文盲
420301102,420301,50,女,在婚（有配偶）,否,7,小学
420301104,420301,26,女,在婚（有配偶）,否,6,初中
420302101,420302,73,男,未婚,是,5,文盲/半文盲
420302103,420302,42,,,,,
420303101,420303,45,女,在婚（有配偶）,否,6,小学
420303102,420303,50,,,,,文盲/半文盲
420303105,420303,90,,,,,文盲/半文盲
420305102,420305,33,,,,,小学
420305103,420305,78,,,,,文盲/半文盲
420305105,420305,15,,,,,初中
420306102,420306,56,女,丧偶,否,6,小学
420306104,531428,32,男,未婚,是,不适用,高中/中专/技校/职高
420308101,420308,63,男,在婚（有配偶）,否,6,初中
420308102,420308,62,女,在婚（有配偶）,否,6,文盲/半文盲
420308106,420308,13,女,没有有效数据,否,不适用,小学
420309101,420309,48,男,在婚（有配偶）,是,7,高中/中专/技校/职高
420309102,420309,50,女,在婚（有配偶）,否,6,初中
420309103,420309,72,,,,,文盲/半文盲
420309104,659080,25,女,在婚（有配偶）,否,7,大专
420310101,420310,54,男,在婚（有配偶）,是,6,小学
420310102,420310,76,女,丧偶,否,7,小学
420310103,420310,52,女,在婚（有配偶）,否,7,小学
420310104,420310,30,男,在婚（有配偶）,是,7,高中/中专/技校/职高
420310105,111203,29,女,未婚,否,6,大学本科
420311101,420311,51,女,在婚（有配偶）,否,7,文盲/半文盲
420311102,420311,54,男,在婚（有配偶）,是,7,初中
420311103,585348,27,男,未婚,否,不适用,大专
420311104,420311,29,女,未婚,否,7,大专
420312101,151314,35,男,在婚（有配偶）,否,不适用,小学
420313101,420313,38,女,在婚（有配偶）,否,7,小学
420313102,420313,13,男,没有有效数据,否,7,小学
420313431,420313,42,男,在婚（有配偶）,否,7,初中
420314101,420314,65,男,在婚（有配偶）,否,6,文盲/半文盲
420314102,420314,60,,,,,文盲/半文盲
420314104,420314,23,,,,,初中
420316101,420316,49,男,在婚（有配偶）,否,6,小学
420316103,420316,48,女,在婚（有配偶）,否,5,文盲/半文盲
420316104,420316,24,女,未婚,否,7,大学本科
420316105,420316,12,男,没有有效数据,否,7,小学
420317101,420317,44,女,在婚（有配偶）,否,3,小学
420317102,420317,45,男,在婚（有配偶）,否,6,小学
420317103,420317,23,,,,,高中/中专/技校/职高
420317104,420317,11,男,没有有效数据,否,7,文盲/半文盲
420318101,420318,52,男,在婚（有配偶）,否,3,小学
420318103,420318,49,女,在婚（有配偶）,否,6,文盲/半文盲
420318105,420318,24,女,在婚（有配偶）,否,7,高中/中专/技校/职高
420319101,420319,71,男,在婚（有配偶）,是,7,文盲/半文盲
420319102,420319,70,女,在婚（有配偶）,是,7,文盲/半文盲
420322101,420322,47,女,在婚（有配偶）,否,7,初中
420322102,420322,45,男,在婚（有配偶）,否,6,文盲/半文盲
420322103,420322,24,男,未婚,否,7,大专
420322104,420322,23,女,未婚,否,不适用,大学本科
420323101,567387,37,男,在婚（有配偶）,否,不适用,大专
420323102,420323,33,女,在婚（有配偶）,是,7,高中/中专/技校/职高
420323103,420323,66,女,丧偶,是,6,文盲/半文盲
420323104,420323,10,女,没有有效数据,否,7,文盲/半文盲
420324101,420324,41,男,在婚（有配偶）,否,不适用,初中
420324102,420324,36,女,在婚（有配偶）,否,6,初中
420324103,420324,10,男,没有有效数据,否,7,文盲/半文盲
420325101,420325,50,男,离婚,否,4,初中
420325103,420325,72,,,,,文盲/半文盲
420325104,420325,46,,,,,小学
420325106,420325,15,男,没有有效数据,否,7,小学
420326101,420326,40,女,在婚（有配偶）,否,7,小学
420326102,420326,42,男,在婚（有配偶）,是,7,小学
420326103,420326,72,男,在婚（有配偶）,否,5,文盲/半文盲
420326104,420326,70,女,在婚（有配偶）,否,6,文盲/半文盲
420326105,420326,17,女,未婚,否,7,初中
420327101,659096,37,男,在婚（有配偶）,否,7,高中/中专/技校/职高
420327102,420327,65,女,在婚（有配偶）,否,2,文盲/半文盲
420327103,420327,33,男,在婚（有配偶）,是,7,初中
420327104,567391,35,女,在婚（有配偶）,否,不适用,初中
420327105,641126,31,女,在婚（有配偶）,否,7,小学
420327431,420327,61,男,在婚（有配偶）,否,6,文盲/半文盲
420327432,420327,32,女,在婚（有配偶）,否,7,初中
420327551,659096,35,女,在婚（有配偶）,否,6,小学
420328101,420328,62,男,在婚（有配偶）,是,4,文盲/半文盲
420328102,189935,35,男,在婚（有配偶）,否,不适用,初中
420328103,420328,57,女,在婚（有配偶）,否,5,文盲/半文盲
420328581,420328,25,男,未婚,是,7,高中/中专/技校/职高
420329101,420329,49,女,在婚（有配偶）,否,6,小学
420329431,420329,46,男,在婚（有配偶）,是,7,小学
420330101,420330,48,女,在婚（有配偶）,否,7,小学
420330102,420330,50,男,在婚（有配偶）,是,7,小学
420330103,558395,26,男,未婚,否,不适用,大学本科
420330104,420330,25,女,在婚（有配偶）,否,7,高中/中专/技校/职高
420331102,420331,71,男,丧偶,是,5,文盲/半文盲
420331103,659100,37,男,在婚（有配偶）,否,不适用,初中
420331104,659100,33,女,在婚（有配偶）,否,不适用,大专
420331105,420331,12,女,没有有效数据,否,7,文盲/半文盲
420332103,420332,46,男,在婚（有配偶）,是,7,小学
420332105,420332,13,女,没有有效数据,否,7,小学
420332601,420332,77,,,,,
420332602,420332,46,女,在婚（有配偶）,是,7,初中
420333102,420333,55,男,在婚（有配偶）,是,不适用,初中
420333103,420333,50,女,在婚（有配偶）,否,5,小学
420333501,420333,28,女,在婚（有配偶）,是,7,初中
420334101,420334,56,女,在婚（有配偶）,否,5,文盲/半文盲
420334103,420334,31,女,在婚（有配偶）,否,7,高中/中专/技校/职高
420334204,420334,33,男,在婚（有配偶）,否,7,初中
420334431,111229,35,男,在婚（有配偶）,否,不适用,初中
420334501,420334,49,男,在婚（有配偶）,是,5,文盲/半文盲
420338102,420338,48,女,丧偶,否,6,文盲/半文盲
420339101,420339,70,,,,,文盲/半文盲
420339102,420339,72,男,在婚（有配偶）,否,6,文盲/半文盲
420339531,420339,49,,,,,高中/中专/技校/职高
420340101,420340,40,男,在婚（有配偶）,否,6,高中/中专/技校/职高
420340104,420340,13,男,没有有效数据,否,不适用,小学
420342101,420342,50,女,在婚（有配偶）,否,5,文盲/半文盲
420342431,420342,20,男,未婚,否,不适用,高中/中专/技校/职高
420343101,420343,55,女,在婚（有配偶）,否,5,高中/中专/技校/职高
420343102,420343,53,男,在婚（有配偶）,否,6,初中
420343103,420343,80,,,,,文盲/半文盲
420343531,420343,30,男,在婚（有配偶）,否,不适用,大学本科
420344101,420344,47,女,在婚（有配偶）,否,不适用,高中/中专/技校/职高
420344431,420344,24,女,未婚,否,不适用,大学本科
420345101,420345,38,男,在婚（有配偶）,否,7,大学本科
420345104,420345,60,女,在婚（有配偶）,否,不适用,文盲/半文盲
420347101,420347,71,女,丧偶,否,4,文盲/半文盲
420347103,420347,41,男,在婚（有配偶）,否,6,高中/中专/技校/职高
420347104,420347,34,女,在婚（有配偶）,否,7,高中/中专/技校/职高
420349101,420349,74,男,在婚（有配偶）,否,5,初中
420349102,420349,68,女,在婚（有配偶）,否,4,小学
420351101,420351,54,男,在婚（有配偶）,是,6,小学
420351102,420351,49,女,在婚（有配偶）,否,3,文盲/半文盲
420352101,420352,50,男,在婚（有配偶）,是,7,初中
420352102,420352,48,女,在婚（有配偶）,是,6,文盲/半文盲
420352532,420352,26,男,未婚,否,不适用,高中/中专/技校/职高
420353101,420353,73,女,在婚（有配偶）,否,3,小学
420353102,420353,79,男,在婚（有配偶）,否,5,高中/中专/技校/职高
420353103,420353,24,男,未婚,否,7,初中
420353431,420353,45,女,在婚（有配偶）,否,6,小学
420353432,420353,46,男,在婚（有配偶）,否,不适用,初中
420354101,420354,46,男,在婚（有配偶）,否,7,高中/中专/技校/职高
420354102,420354,75,男,在婚（有配偶）,是,5,初中
420354103,420354,71,女,在婚（有配偶）,否,2,文盲/半文盲
420354104,420354,41,女,在婚（有配偶）,否,6,初中
420354105,420354,19,女,未婚,否,不适用,高中/中专/技校/职高
420355102,420355,50,女,在婚（有配偶）,否,7,初中
420356101,420356,63,男,在婚（有配偶）,是,6,初中
420356102,420356,61,女,在婚（有配偶）,否,6,文盲/半文盲
420356103,420356,55,,,,,文盲/半文盲
420357101,420357,53,女,在婚（有配偶）,否,5,小学
420357102,420357,53,,,,,小学
420357104,420357,27,,,,,大专
420360101,420360,50,男,在婚（有配偶）,否,3,初中
420360102,420360,49,女,在婚（有配偶）,否,不适用,小学
420360103,420360,24,男,未婚,否,不适用,大学本科
